name,count_left,count_right,count_total,volume (mm^3)_left,volume (mm^3)_right,volume_total (mm^3),density (cells/mm^3)_left,density (cells/mm^3)_right,density_total (cells/mm^3)
"Lateral septal nucleus, ventral part",8703.0,10345.0,19048.0,0.303515625,0.304078125,0.6075937499999999,28673.976833976834,34020.86223729511,31347.41953563597
Septofimbrial nucleus,2708.0,1622.0,4330.0,0.2335625,0.240625,0.4741875,11594.327000267594,6740.779220779221,9167.553110523408
Septohippocampal nucleus,363.0,214.0,577.0,0.018703125,0.018484375,0.0371875,19408.521303258145,11577.345731191885,15492.933517225014
Striatum-like amygdalar nuclei,23608.0,20279.0,43887.0,2.023546875,2.02428125,4.0478281250000006,11666.64350189565,10017.876715500872,10842.260108698261
Anterior amygdalar area,3365.0,2246.0,5611.0,0.247109375,0.247453125,0.4945625,13617.451786278849,9076.46650249416,11346.959144386505
Bed nucleus of the accessory olfactory tract,424.0,212.0,636.0,0.012578125,0.01246875,0.025046875000000003,33709.316770186335,17002.50626566416,25355.911517925248
Central amygdalar nucleus,7325.0,5268.0,12593.0,0.659015625,0.6586875,1.317703125,11115.062711904591,7997.722744093367,9556.392727998978
"Central amygdalar nucleus, capsular part",1793.0,1774.0,3567.0,0.154609375,0.154875,0.30948437500000003,11596.968165740273,11454.398708635996,11525.683437188134
"Central amygdalar nucleus, lateral part",1706.0,809.0,2515.0,0.130015625,0.12990625,0.25992187499999997,13121.499819733206,6227.567957661775,9674.53388869749
"Central amygdalar nucleus, medial part",3826.0,2685.0,6511.0,0.374390625,0.37390625,0.748296875,10219.272985267728,7180.944421228583,8700.108703248156
Intercalated amygdalar nucleus,784.0,1223.0,2007.0,0.091609375,0.09121875,0.182828125,8558.076070271192,13407.331277834875,10982.703674053035
Medial amygdalar nucleus,11710.0,11330.0,23040.0,1.013234375,1.014453125,2.0276875,11557.04967076349,11168.579129765114,11362.814400264302
Pallidum,27600.0,24477.0,52077.0,4.671,4.69640625,9.36740625,5908.798972382787,5211.857470805469,5560.328221594128
"Pallidum, dorsal region",1378.0,814.0,2192.0,0.993390625,0.994328125,1.98771875,1387.1683155858252,818.6432421390072,1102.9057788624161
"Globus pallidus, external segment",1175.0,666.0,1841.0,0.78159375,0.7826875,1.56428125,1503.3385310463398,850.9143176555139,1177.1264243509268
"Globus pallidus, internal segment",203.0,148.0,351.0,0.211796875,0.211640625,0.4234375,958.4655108815936,699.2986341823552,828.8820725319744
"Pallidum, ventral region",8370.0,6906.0,15276.0,1.696140625,1.69628125,3.392421875,4934.732342726595,4071.258819844881,4502.995581285738
Substantia innominata,7001.0,5695.0,12696.0,1.513796875,1.514046875,3.0278437499999997,4624.794855650631,3761.442326546197,4193.118591098414
Magnocellular nucleus,1369.0,1211.0,2580.0,0.18234375,0.182234375,0.364578125,7507.797772065124,6645.288519248907,7076.543145657015
"Pallidum, medial region",7513.0,7265.0,14778.0,0.7436875,0.766171875,1.509859375,10102.361542986806,9482.20658713164,9792.284065059222
Medial septal complex,6094.0,5911.0,12005.0,0.56753125,0.586015625,1.153546875,10737.734706238642,10086.761765097986,10412.248235668314
Medial septal nucleus,3301.0,2459.0,5760.0,0.200890625,0.21390625,0.41479687499999995,16431.827020300225,11495.690284879474,13963.75865258985
Diagonal band nucleus,2793.0,3452.0,6245.0,0.366640625,0.372109375,0.73875,7617.813765182186,9276.84232626496,8447.328045723572
Triangular nucleus of septum,1419.0,1354.0,2773.0,0.17615625,0.18015625,0.3563125,8055.34858967536,7515.698178664355,7785.523384169857
"Pallidum, caudal region",6116.0,6089.0,12205.0,0.673984375,0.6740625,1.348046875,9074.394343340677,9033.286972647194,9053.840657993936
Bed nuclei of the stria terminalis,6024.0,6003.0,12027.0,0.670234375,0.670265625,1.3405,8987.900687725842,8956.150779774809,8972.025733750324
Bed nucleus of the anterior commissure,92.0,86.0,178.0,0.00375,0.003796875,0.007546875,24533.333333333336,22650.205761316876,23591.769547325108
Brain stem,487321.0,389107.0,876428.0,59.824375,60.070484375,119.89485937500001,8145.860278523594,6477.50728246063,7311.683780492112
Interbrain,175132.0,149904.0,325036.0,17.695015625,17.777890625,35.47290625,9897.250373295446,8432.046476267484,9164.648424781466
Thalamus,67161.0,51092.0,118253.0,10.120140625,10.156609375,20.27675,6636.370233244659,5030.418923638086,5833.394578441373
"Thalamus, sensory-motor cortex related",13789.0,11369.0,25158.0,3.337578125,3.340140625,6.67771875,4131.438870812949,3403.748906529946,3767.5938886714475
Ventral group of the dorsal thalamus,8037.0,6127.0,14164.0,2.42896875,2.429421875,4.858390625,3308.8116098652977,2521.9991896220163,2915.4053997436567
Ventral anterior-lateral complex of the thalamus,514.0,222.0,736.0,0.40915625,0.40825,0.81740625,1256.243794393951,543.7844458052664,900.0141200996087
Ventral medial nucleus of the thalamus,3648.0,3022.0,6670.0,0.46290625,0.463640625,0.926546875,7880.645379058934,6517.979307788225,7199.3123434235795
Ventral posterior complex of the thalamus,2907.0,2124.0,5031.0,1.417203125,1.41740625,2.834609375,2051.2232500192945,1498.511806336398,1774.8675281778462
Ventral posterolateral nucleus of the thalamus,1106.0,824.0,1930.0,0.438765625,0.43796875,0.8767343750000001,2520.707951996012,1881.412772029968,2201.06036201299
"Ventral posterolateral nucleus of the thalamus, parvicellular part",245.0,220.0,465.0,0.04940625,0.0494375,0.09884375000000001,4958.886780518659,4450.063211125158,4704.474995821909
Ventral posteromedial nucleus of the thalamus,435.0,303.0,738.0,0.8220625,0.82265625,1.64471875,529.156846346841,368.31908831908834,448.7379673329647
"Ventral posteromedial nucleus of the thalamus, parvicellular part",1121.0,777.0,1898.0,0.10696875,0.10734375,0.21431250000000002,10479.696172947706,7238.427947598253,8859.06206027298
Posterior triangular thalamic nucleus,968.0,759.0,1727.0,0.139703125,0.140125,0.279828125,6928.978861424896,5416.592328278323,6172.78559485161
Subparafascicular nucleus,1058.0,1070.0,2128.0,0.10190625,0.1019375,0.20384375,10382.091383011346,10496.62783568363,10439.359609347488
"Subparafascicular nucleus, magnocellular part",729.0,856.0,1585.0,0.03465625,0.034859375,0.069515625,21035.16681695221,24555.80457194084,22795.485694446525
"Subparafascicular nucleus, parvicellular part",329.0,214.0,543.0,0.06725,0.067078125,0.13432812500000002,4892.193308550186,3190.309806662008,4041.251557606097
Subparafascicular area,733.0,1116.0,1849.0,0.064859375,0.067234375,0.13209375,11301.37316309323,16598.652103183824,13950.012633138527
Peripeduncular nucleus,25.0,22.0,47.0,0.0305625,0.030875,0.0614375,817.99591002045,712.5506072874495,765.2732586539497
"Geniculate group, dorsal thalamus",3936.0,3034.0,6970.0,0.71128125,0.710671875,1.421953125,5533.676024779228,4269.199481124816,4901.4377529520225
Medial geniculate complex,2305.0,1187.0,3492.0,0.34965625,0.350015625,0.6996718749999999,6592.188756814729,3391.2771751261103,4991.732965970419
"Medial geniculate complex, dorsal part",319.0,76.0,395.0,0.086046875,0.08615625,0.172203125,3707.281641547122,882.1182444686253,2294.6999430078736
"Medial geniculate complex, ventral part",1005.0,655.0,1660.0,0.138546875,0.13859375,0.27714062500000003,7253.862636742979,4726.042841037204,5989.9527388900915
"Medial geniculate complex, medial part",981.0,456.0,1437.0,0.1250625,0.125265625,0.250328125,7844.07796101949,3640.264438069104,5742.171199544297
Dorsal part of the lateral geniculate complex,1631.0,1847.0,3478.0,0.361625,0.36065625,0.72228125,4510.197027307294,5121.219998267048,4815.708512787171
"Dorsal part of the lateral geniculate complex, shell",285.0,646.0,931.0,0.103984375,0.1035,0.207484375,2740.7963936889555,6241.545893719807,4491.171143704381
"Dorsal part of the lateral geniculate complex, core",1318.0,1140.0,2458.0,0.209796875,0.20915625,0.418953125,6282.26707380651,5450.470640968176,5866.368857387342
"Dorsal part of the lateral geniculate complex, ipsilateral zone",28.0,61.0,89.0,0.04784375,0.048,0.09584375,585.2384062704115,1270.8333333333333,928.0358698018724
"Thalamus, polymodal association cortex related",49230.0,36032.0,85262.0,6.323328125,6.356421875,12.679749999999999,7785.457124289276,5668.597948433056,6727.027536361166
Lateral group of the dorsal thalamus,3261.0,1123.0,4384.0,1.53896875,1.540796875,3.0797656250000003,2118.9514082076066,728.8436381336768,1423.8975231706418
Lateral posterior nucleus of the thalamus,1136.0,371.0,1507.0,0.6015625,0.602390625,1.203953125,1888.4155844155844,615.8794386947839,1252.147511555184
Posterior complex of the thalamus,738.0,84.0,822.0,0.626140625,0.626046875,1.2521875,1178.6489656377112,134.17525644545387,656.4121110415825
Posterior limiting nucleus of the thalamus,508.0,395.0,903.0,0.102546875,0.10290625,0.20545312500000001,4953.832088983697,3838.445186759793,4396.138637871745
Suprageniculate nucleus,536.0,187.0,723.0,0.090890625,0.090875,0.181765625,5897.197868317002,2057.7716643741405,3977.484766345571
Ethmoid nucleus of the thalamus,343.0,86.0,429.0,0.117828125,0.118578125,0.23640625,2911.0197586526983,725.2602450915799,1818.1400018721392
Anterior group of the dorsal thalamus,5703.0,2856.0,8559.0,1.07915625,1.079328125,2.158484375,5284.684215098601,2646.090594553904,3965.3874048262524
Anteroventral nucleus of thalamus,1721.0,713.0,2434.0,0.2078125,0.20815625,0.41596875,8281.503759398496,3425.3115147875696,5853.4076370930325
Anteromedial nucleus,1845.0,839.0,2684.0,0.205328125,0.2054375,0.410765625,8985.61753291226,4083.9671432917553,6534.792338102007
"Anteromedial nucleus, dorsal part",1374.0,678.0,2052.0,0.122265625,0.122453125,0.24471874999999998,11237.82747603834,5536.812555824933,8387.320015931637
"Anteromedial nucleus, ventral part",471.0,161.0,632.0,0.0830625,0.082984375,0.16604687499999998,5670.428893905192,1940.1242703822256,3805.2765821437088
Anterodorsal nucleus,246.0,104.0,350.0,0.08021875,0.07990625,0.16012500000000002,3066.6147253603426,1301.525224872898,2184.0699751166203
Interanteromedial nucleus of the thalamus,667.0,521.0,1188.0,0.02125,0.02159375,0.04284375,31388.235294117643,24127.351664254704,27757.793479186173
Interanterodorsal nucleus of the thalamus,858.0,408.0,1266.0,0.056375,0.056515625,0.112890625,15219.512195121952,7219.242466132154,11219.377330627052
Lateral dorsal nucleus of thalamus,366.0,271.0,637.0,0.508171875,0.50771875,1.015890625,720.2287611843925,533.7600787837755,626.9944199840841
Medial group of the dorsal thalamus,10071.0,6188.0,16259.0,1.003234375,1.01,2.0132343749999997,10038.531624277728,6126.732673267326,8082.632148772527
Intermediodorsal nucleus of the thalamus,1491.0,1517.0,3008.0,0.08503125,0.0910625,0.17609375,17534.729878721057,16658.88812628689,17096.80900250397
Mediodorsal nucleus of thalamus,6180.0,2673.0,8853.0,0.6888125,0.68928125,1.3780937500000001,8971.96261682243,3877.9525774130666,6424.957597117748
Submedial nucleus of the thalamus,990.0,660.0,1650.0,0.153609375,0.153921875,0.30753125000000003,6444.919133353677,4287.889554359963,5366.404343856821
Perireunensis nucleus,1410.0,1338.0,2748.0,0.07578125,0.075734375,0.151515625,18606.18556701031,17667.010521972352,18136.59804449133
Midline group of the dorsal thalamus,16252.0,15657.0,31909.0,0.584015625,0.60178125,1.185796875,27828.022580731464,26017.75977566599,26922.891178198726
Paraventricular nucleus of the thalamus,8313.0,8644.0,16957.0,0.217140625,0.227078125,0.44421875,38283.94617543354,38066.19417876557,38175.07017709955
Parataenial nucleus,2559.0,2039.0,4598.0,0.115015625,0.114765625,0.22978125,22249.150930580086,17766.643975493535,20007.89745303681
Nucleus of reuniens,4735.0,4117.0,8852.0,0.210328125,0.21415625,0.424484375,22512.44335487705,19224.28133664089,20868.36234575897
Xiphoid thalamic nucleus,645.0,857.0,1502.0,0.04153125,0.04578125,0.0873125,15530.474040632054,18719.45392491468,17124.963982773366
Intralaminar nuclei of the dorsal thalamus,5473.0,3558.0,9031.0,0.800203125,0.805875,1.606078125,6839.5134047995625,4415.076779897627,5627.295092348595
Rhomboid nucleus,782.0,677.0,1459.0,0.04453125,0.046546875,0.09107812500000001,17560.701754385966,14544.478012755955,16052.58988357096
Central medial nucleus of the thalamus,2563.0,1945.0,4508.0,0.12253125,0.127234375,0.249765625,20917.112981382303,15286.749355274467,18101.931168328385
Paracentral nucleus,333.0,67.0,400.0,0.11903125,0.119375,0.23840625,2797.584667891835,561.2565445026178,1679.4206061972263
Central lateral nucleus of the thalamus,559.0,69.0,628.0,0.181703125,0.179890625,0.36159375,3076.446813999484,383.5664031963867,1730.0066085979354
Parafascicular nucleus,958.0,413.0,1371.0,0.2445,0.245109375,0.489609375,3918.200408997955,1684.9620705042391,2801.581239751097
Posterior intralaminar thalamic nucleus,278.0,387.0,665.0,0.08790625,0.08771875,0.175625,3162.460007109847,4411.827573922337,3787.143790516092
Reticular nucleus of the thalamus,2677.0,1177.0,3854.0,0.7235,0.72375,1.44725,3700.0691085003455,1626.2521588946458,2663.1606336974955
"Geniculate group, ventral thalamus",3566.0,3338.0,6904.0,0.26103125,0.26209375,0.5231250000000001,13661.19956901712,12735.900798855371,13198.550183936246
Intergeniculate leaflet of the lateral geniculate complex,573.0,389.0,962.0,0.0344375,0.034546875,0.068984375,16638.83847549909,11260.063319764811,13949.450897631952
Intermediate geniculate nucleus,47.0,115.0,162.0,0.011171875,0.011453125,0.022625,4206.993006993007,10040.927694406548,7123.960350699777
Ventral part of the lateral geniculate complex,2905.0,2795.0,5700.0,0.202109375,0.202453125,0.40456250000000005,14373.40548898338,13805.664891564404,14089.535190273891
Subgeniculate nucleus,41.0,39.0,80.0,0.0133125,0.013640625,0.026953125,3079.81220657277,2859.106529209622,2969.459367891196
Epithalamus,2227.0,2135.0,4362.0,0.33321875,0.332796875,0.666015625,6683.297383475569,6415.324663129724,6549.311023302647
Medial habenula,937.0,1009.0,1946.0,0.160234375,0.159953125,0.3201875,5847.684056557776,6308.098075608088,6077.8910660829315
Lateral habenula,1290.0,1126.0,2416.0,0.172984375,0.17284375,0.345828125,7457.320928552073,6514.554330139215,6985.937629345644
Hypothalamus,107971.0,98812.0,206783.0,7.574875,7.62128125,15.19615625,14253.83257149458,12965.274047588782,13609.553309541681
Periventricular zone,11667.0,12088.0,23755.0,0.38225,0.3959375,0.7781875,30521.90974493133,30530.07103393844,30525.990389434883
Supraoptic nucleus,737.0,649.0,1386.0,0.02325,0.02359375,0.04684375,31698.9247311828,27507.28476821192,29603.104749697362
Accessory supraoptic group,36.0,47.0,83.0,0.003046875,0.003015625,0.0060625,11815.384615384615,15585.492227979274,13700.438421681945
Paraventricular hypothalamic nucleus,4077.0,4136.0,8213.0,0.092796875,0.095890625,0.1886875,43934.66913621822,43132.47515072511,43533.57214347167
"Periventricular hypothalamic nucleus, anterior part",1171.0,1622.0,2793.0,0.024609375,0.02525,0.049859375,47583.49206349206,64237.62376237624,55910.55791293415
"Periventricular hypothalamic nucleus, intermediate part",2187.0,2289.0,4476.0,0.096640625,0.103765625,0.20040625,22630.234438156836,22059.328414395422,22344.78142627613
Arcuate hypothalamic nucleus,3459.0,3345.0,6804.0,0.14190625,0.144421875,0.28632812500000004,24375.24774278793,23161.311262577085,23768.279502682508
Periventricular region,25167.0,26593.0,51760.0,1.01753125,1.0321875,2.0497187500000003,24733.39270906913,25763.729942476537,25248.561325772833
Anterodorsal preoptic nucleus,1280.0,1701.0,2981.0,0.050390625,0.049375,0.099765625,25401.550387596897,34450.6329113924,29926.09164949465
Anteroventral preoptic nucleus,493.0,499.0,992.0,0.045921875,0.046234375,0.09215625,10735.6243620279,10792.835417370734,10764.229889699316
Anteroventral periventricular nucleus,3138.0,3650.0,6788.0,0.090265625,0.09271875,0.182984375,34764.06439328371,39366.36332996292,37065.21386162331
Dorsomedial nucleus of the hypothalamus,4752.0,4244.0,8996.0,0.186125,0.1899375,0.3760625,25531.22901276024,22344.19216847647,23937.710590618357
Median preoptic nucleus,539.0,765.0,1304.0,0.01821875,0.022328125,0.040546874999999996,29584.90566037736,34261.72148355493,31923.313571966144
Medial preoptic area,3620.0,3546.0,7166.0,0.27884375,0.278109375,0.5569531249999999,12982.180880869662,12750.379234788472,12866.280057829066
Vascular organ of the lamina terminalis,139.0,142.0,281.0,0.004171875,0.004578125,0.00875,33318.35205992509,31017.064846416382,32167.708453170737
Posterodorsal preoptic nucleus,86.0,87.0,173.0,0.005765625,0.00584375,0.011609375,14915.989159891598,14887.70053475936,14901.84484732548
Parastrial nucleus,905.0,815.0,1720.0,0.048296875,0.04815625,0.096453125,18738.27240375283,16924.075275794938,17831.173839773885
"Periventricular hypothalamic nucleus, posterior part",2182.0,1974.0,4156.0,0.062953125,0.064015625,0.12696875000000002,34660.709853561675,30836.22162557969,32748.46573957068
"Periventricular hypothalamic nucleus, preoptic part",3026.0,3943.0,6969.0,0.070546875,0.072546875,0.14309375,42893.46622369879,54351.06612104243,48622.26617237061
Subparaventricular zone,1554.0,2072.0,3626.0,0.0540625,0.0554375,0.1095,28744.50867052023,37375.42277339346,33059.96572195685
Suprachiasmatic nucleus,2026.0,1698.0,3724.0,0.033,0.033078125,0.066078125,61393.93939393939,51333.0184222957,56363.47890811755
Subfornical organ,14.0,12.0,26.0,0.010421875,0.011171875,0.021593750000000002,1343.328335832084,1074.125874125874,1208.7271049789788
Ventromedial preoptic nucleus,1071.0,986.0,2057.0,0.025109375,0.025046875,0.05015625,42653.39141257,39366.188396756086,41009.78990466305
Ventrolateral preoptic nucleus,342.0,459.0,801.0,0.0334375,0.033609375,0.067046875,10228.037383177569,13656.903765690378,11942.470574433974
Hypothalamic medial zone,27095.0,23016.0,50111.0,1.916609375,1.929375,3.845984375,14136.94431083538,11929.251700680272,13033.098005757827
Anterior hypothalamic nucleus,4294.0,3832.0,8126.0,0.3546875,0.35571875,0.7104062499999999,12106.431718061674,10772.5555653167,11439.493641689187
Mammillary body,7826.0,3923.0,11749.0,0.50525,0.510859375,1.016109375,15489.36170212766,7679.217005658357,11584.28935389301
Lateral mammillary nucleus,782.0,140.0,922.0,0.03884375,0.038515625,0.07735937500000001,20131.93885760257,3634.8884381338735,11883.413647868221
Medial mammillary nucleus,3745.0,1292.0,5037.0,0.268203125,0.2724375,0.540640625,13963.297407515294,4742.372103693508,9352.834755604401
"Medial mammillary nucleus, median part",343.0,290.0,633.0,0.0375,0.040109375,0.07760937500000001,9146.666666666668,7230.229840280483,8188.448253473575
"Medial mammillary nucleus, lateral part",1729.0,394.0,2123.0,0.106578125,0.10684375,0.21342187499999998,16222.841225626742,3687.62796139222,9955.234593509482
"Medial mammillary nucleus, medial part",852.0,266.0,1118.0,0.0681875,0.06790625,0.13609375,12494.958753437211,3917.165209387943,8206.061981412577
"Medial mammillary nucleus, posterior part",708.0,286.0,994.0,0.01821875,0.01909375,0.0373125,38861.063464837054,14978.72340425532,26919.893434546186
"Medial mammillary nucleus, dorsal part",113.0,56.0,169.0,0.03771875,0.038484375,0.07620312500000001,2995.8574979287487,1455.1360129922855,2225.4967554605173
Supramammillary nucleus,1440.0,1292.0,2732.0,0.1266875,0.128078125,0.254765625,11366.55155402072,10087.593021837258,10727.07228792899
Tuberomammillary nucleus,1859.0,1199.0,3058.0,0.071515625,0.071828125,0.14334375,25994.31942320297,16692.625625407873,21343.47252430542
"Tuberomammillary nucleus, dorsal part",655.0,722.0,1377.0,0.017328125,0.01771875,0.035046875,37799.81965734896,40747.79541446208,39273.80753590552
"Tuberomammillary nucleus, ventral part",1204.0,477.0,1681.0,0.0541875,0.054109375,0.108296875,22219.14648212226,8815.477909327174,15517.312195724717
Medial preoptic nucleus,3228.0,3755.0,6983.0,0.201140625,0.203484375,0.404625,16048.47354928921,18453.505336711973,17250.98944300059
Dorsal premammillary nucleus,617.0,649.0,1266.0,0.065859375,0.06590625,0.131765625,9368.446026097272,9847.321005215745,9607.883515656507
Ventral premammillary nucleus,1432.0,1149.0,2581.0,0.09790625,0.09784375,0.19574999999999998,14626.236833705714,11743.213030980518,13184.724932343117
"Paraventricular hypothalamic nucleus, descending division",1095.0,908.0,2003.0,0.06534375,0.065421875,0.130765625,16757.532281205164,13879.149749223789,15318.341015214475
Ventromedial hypothalamic nucleus,2724.0,2423.0,5147.0,0.2743125,0.275203125,0.549515625,9930.280246069718,8804.405836597967,9367.343041333843
Posterior hypothalamic nucleus,5879.0,6377.0,12256.0,0.352109375,0.3549375,0.7070468750000001,16696.516529842465,17966.54340552914,17331.529967685805
Hypothalamic lateral zone,22621.0,17156.0,39777.0,2.8434375,2.84278125,5.68621875,7955.511594680735,6034.934977849597,6995.223286265165
Lateral hypothalamic area,8585.0,6056.0,14641.0,1.0360625,1.03534375,2.07140625,8286.17964649816,5849.265038785427,7067.722342641793
Lateral preoptic area,1737.0,1454.0,3191.0,0.277265625,0.27771875,0.5549843750000001,6264.750633981403,5235.512546416113,5750.131590198758
Preparasubthalamic nucleus,60.0,52.0,112.0,0.006453125,0.006296875,0.012750000000000001,9297.820823244552,8258.064516129032,8777.942669686792
Parasubthalamic nucleus,1429.0,1108.0,2537.0,0.0831875,0.082875,0.1660625,17178.061607813674,13369.532428355957,15273.797018084815
Perifornical nucleus,1080.0,1020.0,2100.0,0.107046875,0.107453125,0.2145,10089.03809662823,9492.511269448887,9790.774683038559
Retrochiasmatic area,916.0,396.0,1312.0,0.0739375,0.073703125,0.147640625,12388.841927303463,5372.906508373967,8880.874217838715
Subthalamic nucleus,191.0,61.0,252.0,0.09725,0.097484375,0.19473437500000002,1964.0102827763496,625.7413046962654,1294.8757937363075
Tuberal nucleus,2730.0,2448.0,5178.0,0.26178125,0.26165625,0.5234375,10428.554375074607,9355.786456467216,9892.170415770912
Zona incerta,5893.0,4561.0,10454.0,0.900453125,0.90025,1.800703125,6544.482812472887,5066.370452652041,5805.426632562465
Fields of Forel,863.0,660.0,1523.0,0.120953125,0.12028125,0.241234375,7134.995478620333,5487.139516757599,6311.067497688966
Median eminence,1298.0,1411.0,2709.0,0.038703125,0.040625,0.079328125,33537.343560758985,34732.30769230769,34134.82562653333
Midbrain,141526.0,96591.0,238117.0,18.33484375,18.4108125,36.745656249999996,7718.964062619841,5246.4278803556335,6482.695971487738
"Midbrain, sensory related",50410.0,32642.0,83052.0,3.427421875,3.4318125,6.859234375,14707.848008935289,9511.591906609116,12109.719957772202
"Superior colliculus, sensory related",22513.0,11774.0,34287.0,1.07721875,1.081125,2.15834375,20899.190624002786,10890.507573129842,15894.849098566314
"Superior colliculus, optic layer",4704.0,3199.0,7903.0,0.321,0.322046875,0.643046875,14654.205607476635,9933.336567852117,12293.771087664376
"Superior colliculus, superficial gray layer",13330.0,7040.0,20370.0,0.5754375,0.576546875,1.151984375,23164.983164983165,12210.629014336431,17687.806089659796
"Superior colliculus, zonal layer",4479.0,1535.0,6014.0,0.18078125,0.18253125,0.36331250000000004,24775.79948141746,8409.518917993493,16592.65919970548
Inferior colliculus,27338.0,20314.0,47652.0,2.2235625,2.223328125,4.446890625,12294.68476824915,9136.75303774606,10715.718902997605
"Inferior colliculus, central nucleus",5983.0,4954.0,10937.0,0.56334375,0.562953125,1.126296875,10620.513673933545,8800.022204335395,9710.26793913447
"Inferior colliculus, dorsal nucleus",11887.0,7837.0,19724.0,0.661453125,0.661171875,1.322625,17971.03914204049,11853.196266099492,14912.117704069991
"Inferior colliculus, external nucleus",9468.0,7523.0,16991.0,0.998765625,0.999203125,1.99796875,9479.701506547144,7528.999671613317,8504.35058908023
Nucleus of the brachium of the inferior colliculus,291.0,298.0,589.0,0.043703125,0.04390625,0.087609375,6658.56274579907,6787.188612099644,6722.875678949357
Nucleus sagulum,50.0,30.0,80.0,0.049,0.04921875,0.09821875,1020.408163265306,609.5238095238095,814.9659863945578
Parabigeminal nucleus,16.0,8.0,24.0,0.02240625,0.02215625,0.0445625,714.0864714086472,361.0719322990127,537.57920185383
Midbrain trigeminal nucleus,36.0,27.0,63.0,0.0048125,0.00465625,0.00946875,7480.519480519481,5798.657718120806,6639.588599320143
Subcommissural organ,166.0,191.0,357.0,0.00671875,0.007421875,0.014140625,24706.97674418605,25734.736842105263,25220.856793145656
"Midbrain, motor related",62746.0,42641.0,105387.0,10.63796875,10.657703125,21.295671875,5898.306478856689,4000.955881382744,4949.631180119716
"Substantia nigra, reticular part",2463.0,333.0,2796.0,0.773984375,0.774140625,1.548125,3182.234783486424,430.1544050862852,1806.1945942863547
Ventral tegmental area,642.0,414.0,1056.0,0.213796875,0.21378125,0.42757812500000003,3002.850252137689,1936.5589826048824,2469.7046173712856
Paranigral nucleus,60.0,33.0,93.0,0.01084375,0.011125,0.02196875,5533.14121037464,2966.2921348314608,4249.71667260305
"Midbrain reticular nucleus, retrorubral area",395.0,234.0,629.0,0.069046875,0.069171875,0.13821875,5720.751301199367,3382.877795346736,4551.8145482730515
Midbrain reticular nucleus,8431.0,6489.0,14920.0,2.57221875,2.569109375,5.141328125,3277.715007714643,2525.7780237558004,2901.7465157352217
"Superior colliculus, motor related",19739.0,10174.0,29913.0,2.823328125,2.833859375,5.6571875,6991.394243274503,3590.1569745323022,5290.775608903403
"Superior colliculus, motor related, deep gray layer",2812.0,1453.0,4265.0,0.59640625,0.598640625,1.195046875,4714.906995022268,2427.165713987419,3571.036354504844
"Superior colliculus, motor related, deep white layer",1000.0,406.0,1406.0,0.16553125,0.167015625,0.332546875,6041.155370964697,2430.9102815979045,4236.032826281301
"Superior colliculus, motor related, intermediate white layer",7207.0,3693.0,10900.0,1.0450625,1.047703125,2.092765625,6896.238263261766,3524.853474117489,5210.545868689627
"Superior colliculus, motor related, intermediate gray layer",8720.0,4622.0,13342.0,1.016328125,1.0205,2.036828125,8579.906218771619,4529.152376286134,6554.529297528877
Periaqueductal gray,22195.0,18059.0,40254.0,2.34271875,2.3488125,4.691531250000001,9474.035242173222,7688.566030707006,8581.300636440114
Precommissural nucleus,1788.0,1575.0,3363.0,0.085765625,0.085609375,0.171375,20847.51320823465,18397.517795218104,19622.515501726375
Interstitial nucleus of Cajal,113.0,83.0,196.0,0.039546875,0.039921875,0.07946875,2857.368629000395,2079.0606653620357,2468.2146471812152
Nucleus of Darkschewitsch,237.0,146.0,383.0,0.045921875,0.0458125,0.091734375,5160.939094930248,3186.9031377899046,4173.921116360076
Supraoculomotor periaqueductal gray,233.0,147.0,380.0,0.020953125,0.021015625,0.04196875,11120.05965697241,6994.795539033457,9057.427598002934
Pretectal region,5827.0,4585.0,10412.0,1.039640625,1.03975,2.0793906250000003,5604.821377579391,4409.71387352729,5007.267625553341
Anterior pretectal nucleus,2121.0,1620.0,3741.0,0.63828125,0.63775,1.27603125,3322.986536107711,2540.1803214425718,2931.5834287751413
Medial pretectal area,211.0,110.0,321.0,0.022,0.022078125,0.044078124999999996,9590.909090909092,4982.307147912244,7286.608119410668
Nucleus of the optic tract,1238.0,1232.0,2470.0,0.102859375,0.10275,0.20560937499999998,12035.849916451463,11990.267639902677,12013.05877817707
Nucleus of the posterior commissure,1331.0,1053.0,2384.0,0.143984375,0.144828125,0.2888125,9244.05860010852,7270.687237026648,8257.372918567584
Olivary pretectal nucleus,186.0,77.0,263.0,0.02921875,0.029109375,0.058328125,6365.775401069518,2645.19592055824,4505.485660813879
Posterior pretectal nucleus,551.0,435.0,986.0,0.071984375,0.07215625,0.14414062500000002,7654.438897330149,6028.583802511909,6841.511349921029
Retroparafascicular nucleus,189.0,58.0,247.0,0.0313125,0.031078125,0.062390625000000005,6035.928143712575,1866.2644544997488,3951.0962991061615
Cuneiform nucleus,1445.0,1049.0,2494.0,0.275515625,0.275609375,0.551125,5244.711620257472,3806.1114575656215,4525.411538911547
Red nucleus,792.0,504.0,1296.0,0.39384375,0.394328125,0.788171875,2010.9497738633656,1278.123390260332,1644.5365820618488
Oculomotor nucleus,15.0,24.0,39.0,0.0161875,0.016375,0.0325625,926.6409266409266,1465.648854961832,1196.1448908013795
Medial accesory oculomotor nucleus,76.0,21.0,97.0,0.008296875,0.007953125,0.01625,9160.075329566856,2640.471512770137,5900.2734211684965
