id,name,acronym,parent_structure_id,depth,count,volume (mm^3),density (cells/mm^3),side,total_volume
10025,"Secondary motor area, layer 1",MOs1,10024.0,8.0,4213.0,1.159859375,3632.336894289448,right,4382.434796875
10026,"Secondary motor area, layer 2/3",MOs2/3,10024.0,8.0,11360.0,1.902859375,5969.962966916564,right,4382.434796875
10027,"Secondary motor area, layer 5",MOs5,10024.0,8.0,12153.0,2.261203125,5374.5724413856005,right,4382.434796875
10028,"Secondary motor area, layer 6a",MOs6a,10024.0,8.0,5942.0,1.188921875,4997.8052594919245,right,4382.434796875
10029,"Secondary motor area, layer 6b",MOs6b,10024.0,8.0,156.0,0.0371875,4194.957983193278,right,4382.434796875
10030,Somatosensory areas,SS,10005.0,6.0,86033.0,16.666015625,5162.181647720614,right,4382.434796875
10037,Primary somatosensory area,SSp,10030.0,7.0,62100.0,12.1554375,5108.824754353762,right,4382.434796875
10044,"Primary somatosensory area, nose",SSp-n,10037.0,8.0,5123.0,1.5095625,3393.698505361653,right,4382.434796875
10045,"Primary somatosensory area, nose, layer 1",SSp-n1,10044.0,9.0,394.0,0.202515625,1945.528894375434,right,4382.434796875
10046,"Primary somatosensory area, nose, layer 2/3",SSp-n2/3,10044.0,9.0,543.0,0.32015625,1696.046852122987,right,4382.434796875
10047,"Primary somatosensory area, nose, layer 4",SSp-n4,10044.0,9.0,225.0,0.273953125,821.3083898933439,right,4382.434796875
10048,"Primary somatosensory area, nose, layer 5",SSp-n5,10044.0,9.0,1945.0,0.283515625,6860.2920914852575,right,4382.434796875
10049,"Primary somatosensory area, nose, layer 6a",SSp-n6a,10044.0,9.0,1881.0,0.402546875,4672.74773900555,right,4382.434796875
10050,"Primary somatosensory area, nose, layer 6b",SSp-n6b,10044.0,9.0,135.0,0.026875,5023.2558139534885,right,4382.434796875
10051,"Primary somatosensory area, barrel field",SSp-bfd,10037.0,8.0,17815.0,3.144515625,5665.4194555004005,right,4382.434796875
10052,"Primary somatosensory area, barrel field, layer 1",SSp-bfd1,10051.0,9.0,2164.0,0.41946875,5158.906354764211,right,4382.434796875
10053,"Primary somatosensory area, barrel field, layer 2/3",SSp-bfd2/3,10051.0,9.0,3138.0,0.75809375,4139.32973329486,right,4382.434796875
10054,"Primary somatosensory area, barrel field, layer 4",SSp-bfd4,10051.0,9.0,1946.0,0.641375,3034.106412005457,right,4382.434796875
10055,"Primary somatosensory area, barrel field, layer 5",SSp-bfd5,10051.0,9.0,5023.0,0.6041875,8313.644357091134,right,4382.434796875
10056,"Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a,10051.0,9.0,4973.0,0.64875,7665.510597302504,right,4382.434796875
10057,"Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b,10051.0,9.0,571.0,0.072640625,7860.615186061518,right,4382.434796875
10065,"Primary somatosensory area, lower limb",SSp-ll,10037.0,8.0,9910.0,1.17609375,8426.199016872593,right,4382.434796875
10066,"Primary somatosensory area, lower limb, layer 1",SSp-ll1,10065.0,9.0,782.0,0.14996875,5214.419670764743,right,4382.434796875
10067,"Primary somatosensory area, lower limb, layer 2/3",SSp-ll2/3,10065.0,9.0,2394.0,0.32334375,7403.885184111337,right,4382.434796875
10068,"Primary somatosensory area, lower limb, layer 4",SSp-ll4,10065.0,9.0,1673.0,0.13634375,12270.45610818244,right,4382.434796875
10069,"Primary somatosensory area, lower limb, layer 5",SSp-ll5,10065.0,9.0,2916.0,0.2776875,10501.012829169482,right,4382.434796875
10070,"Primary somatosensory area, lower limb, layer 6a",SSp-ll6a,10065.0,9.0,1966.0,0.26378125,7453.145361923942,right,4382.434796875
10071,"Primary somatosensory area, lower limb, layer 6b",SSp-ll6b,10065.0,9.0,179.0,0.02496875,7168.9612015018765,right,4382.434796875
10072,"Primary somatosensory area, mouth",SSp-m,10037.0,8.0,7573.0,3.1075,2437.007240547064,right,4382.434796875
10073,"Primary somatosensory area, mouth, layer 1",SSp-m1,10072.0,9.0,559.0,0.39221875,1425.2250816667995,right,4382.434796875
10074,"Primary somatosensory area, mouth, layer 2/3",SSp-m2/3,10072.0,9.0,892.0,0.749703125,1189.8042975344406,right,4382.434796875
10075,"Primary somatosensory area, mouth, layer 4",SSp-m4,10072.0,9.0,548.0,0.473421875,1157.5299514835474,right,4382.434796875
10076,"Primary somatosensory area, mouth, layer 5",SSp-m5,10072.0,9.0,2776.0,0.60925,4556.421830118999,right,4382.434796875
10077,"Primary somatosensory area, mouth, layer 6a",SSp-m6a,10072.0,9.0,2654.0,0.8255625,3214.777803013097,right,4382.434796875
10078,"Primary somatosensory area, mouth, layer 6b",SSp-m6b,10072.0,9.0,144.0,0.05734375,2511.171662125341,right,4382.434796875
10079,"Primary somatosensory area, upper limb",SSp-ul,10037.0,8.0,9239.0,1.88615625,4898.321652832315,right,4382.434796875
10080,"Primary somatosensory area, upper limb, layer 1",SSp-ul1,10079.0,9.0,811.0,0.231265625,3506.790081751233,right,4382.434796875
10081,"Primary somatosensory area, upper limb, layer 2/3",SSp-ul2/3,10079.0,9.0,2140.0,0.48934375,4373.203908295549,right,4382.434796875
10082,"Primary somatosensory area, upper limb, layer 4",SSp-ul4,10079.0,9.0,1128.0,0.261640625,4311.257091669155,right,4382.434796875
10083,"Primary somatosensory area, upper limb, layer 5",SSp-ul5,10079.0,9.0,2711.0,0.3961875,6842.719671872535,right,4382.434796875
10084,"Primary somatosensory area, upper limb, layer 6a",SSp-ul6a,10079.0,9.0,2241.0,0.47053125,4762.701733413031,right,4382.434796875
10085,"Primary somatosensory area, upper limb, layer 6b",SSp-ul6b,10079.0,9.0,208.0,0.0371875,5593.27731092437,right,4382.434796875
10086,"Primary somatosensory area, trunk",SSp-tr,10037.0,8.0,8069.0,0.700359375,11521.227941012428,right,4382.434796875
10087,"Primary somatosensory area, trunk, layer 1",SSp-tr1,10086.0,9.0,555.0,0.102109375,5435.348125478195,right,4382.434796875
10088,"Primary somatosensory area, trunk, layer 2/3",SSp-tr2/3,10086.0,9.0,2010.0,0.211515625,9502.844057028884,right,4382.434796875
10089,"Primary somatosensory area, trunk, layer 4",SSp-tr4,10086.0,9.0,1235.0,0.076625,16117.455138662315,right,4382.434796875
10090,"Primary somatosensory area, trunk, layer 5",SSp-tr5,10086.0,9.0,2599.0,0.176765625,14703.0849465217,right,4382.434796875
10091,"Primary somatosensory area, trunk, layer 6a",SSp-tr6a,10086.0,9.0,1401.0,0.116234375,12053.232961419546,right,4382.434796875
10092,"Primary somatosensory area, trunk, layer 6b",SSp-tr6b,10086.0,9.0,269.0,0.017109375,15722.374429223744,right,4382.434796875
10093,"Primary somatosensory area, unassigned",SSp-un,10037.0,8.0,4371.0,0.63125,6924.3564356435645,right,4382.434796875
10094,"Primary somatosensory area, unassigned, layer 1",SSp-un1,10093.0,9.0,317.0,0.083015625,3818.5582533408624,right,4382.434796875
10095,"Primary somatosensory area, unassigned, layer 2/3",SSp-un2/3,10093.0,9.0,969.0,0.1659375,5839.54802259887,right,4382.434796875
10096,"Primary somatosensory area, unassigned, layer 4",SSp-un4,10093.0,9.0,646.0,0.093875,6881.491344873502,right,4382.434796875
10097,"Primary somatosensory area, unassigned, layer 5",SSp-un5,10093.0,9.0,1418.0,0.1288125,11008.248423095583,right,4382.434796875
10098,"Primary somatosensory area, unassigned, layer 6a",SSp-un6a,10093.0,9.0,958.0,0.147421875,6498.357180710122,right,4382.434796875
10099,"Primary somatosensory area, unassigned, layer 6b",SSp-un6b,10093.0,9.0,63.0,0.0121875,5169.230769230769,right,4382.434796875
10100,Supplemental somatosensory area,SSs,10030.0,7.0,23933.0,4.510578125,5305.971726185321,right,4382.434796875
10101,"Supplemental somatosensory area, layer 1",SSs1,10100.0,8.0,2128.0,0.623453125,3413.2477882759827,right,4382.434796875
10102,"Supplemental somatosensory area, layer 2/3",SSs2/3,10100.0,8.0,5440.0,1.07234375,5073.000145708874,right,4382.434796875
10103,"Supplemental somatosensory area, layer 4",SSs4,10100.0,8.0,2839.0,0.58265625,4872.512737999464,right,4382.434796875
10104,"Supplemental somatosensory area, layer 5",SSs5,10100.0,8.0,6667.0,1.09278125,6100.946552660928,right,4382.434796875
10105,"Supplemental somatosensory area, layer 6a",SSs6a,10100.0,8.0,6258.0,1.03634375,6038.536923680005,right,4382.434796875
10106,"Supplemental somatosensory area, layer 6b",SSs6b,10100.0,8.0,601.0,0.103,5834.95145631068,right,4382.434796875
10107,Gustatory areas,GU,10005.0,6.0,5988.0,0.883828125,6775.072924953593,right,4382.434796875
10108,"Gustatory areas, layer 1",GU1,10107.0,7.0,620.0,0.098875,6270.543615676359,right,4382.434796875
10109,"Gustatory areas, layer 2/3",GU2/3,10107.0,7.0,1023.0,0.201015625,5089.156626506024,right,4382.434796875
10110,"Gustatory areas, layer 4",GU4,10107.0,7.0,643.0,0.073796875,8713.1060766462,right,4382.434796875
10111,"Gustatory areas, layer 5",GU5,10107.0,7.0,2427.0,0.272171875,8917.159423617888,right,4382.434796875
10112,"Gustatory areas, layer 6a",GU6a,10107.0,7.0,1271.0,0.2186875,5811.946270362961,right,4382.434796875
10113,"Gustatory areas, layer 6b",GU6b,10107.0,7.0,4.0,0.01928125,207.45542949756887,right,4382.434796875
10114,Visceral area,VISC,10005.0,6.0,6971.0,1.17634375,5925.988895677815,right,4382.434796875
10115,"Visceral area, layer 1",VISC1,10114.0,7.0,506.0,0.16690625,3031.642014604007,right,4382.434796875
10116,"Visceral area, layer 2/3",VISC2/3,10114.0,7.0,1193.0,0.271078125,4400.94529944089,right,4382.434796875
10117,"Visceral area, layer 4",VISC4,10114.0,7.0,609.0,0.091109375,6684.273709483793,right,4382.434796875
10118,"Visceral area, layer 5",VISC5,10114.0,7.0,2681.0,0.35278125,7599.610240056692,right,4382.434796875
10119,"Visceral area, layer 6a",VISC6a,10114.0,7.0,1935.0,0.269078125,7191.2200220660825,right,4382.434796875
10120,"Visceral area, layer 6b",VISC6b,10114.0,7.0,47.0,0.025390625,1851.076923076923,right,4382.434796875
10121,Auditory areas,AUD,10005.0,6.0,48394.0,2.89728125,16703.245499552384,right,4382.434796875
10122,Dorsal auditory area,AUDd,10121.0,7.0,8193.0,0.60696875,13498.223755341607,right,4382.434796875
10123,"Dorsal auditory area, layer 1",AUDd1,10122.0,8.0,620.0,0.09871875,6280.4685026907255,right,4382.434796875
10124,"Dorsal auditory area, layer 2/3",AUDd2/3,10122.0,8.0,2253.0,0.163453125,13783.768282190997,right,4382.434796875
10125,"Dorsal auditory area, layer 4",AUDd4,10122.0,8.0,1331.0,0.066390625,20048.011296775712,right,4382.434796875
10126,"Dorsal auditory area, layer 5",AUDd5,10122.0,8.0,2309.0,0.17121875,13485.67256798686,right,4382.434796875
10127,"Dorsal auditory area, layer 6a",AUDd6a,10122.0,8.0,1354.0,0.092140625,14694.92962523317,right,4382.434796875
10128,"Dorsal auditory area, layer 6b",AUDd6b,10122.0,8.0,326.0,0.015046875,21665.6282450675,right,4382.434796875
10136,Primary auditory area,AUDp,10121.0,7.0,20025.0,1.07509375,18626.28259163445,right,4382.434796875
10137,"Primary auditory area, layer 1",AUDp1,10136.0,8.0,947.0,0.1886875,5018.880423981451,right,4382.434796875
10138,"Primary auditory area, layer 2/3",AUDp2/3,10136.0,8.0,4241.0,0.23571875,17991.780458703433,right,4382.434796875
10139,"Primary auditory area, layer 4",AUDp4,10136.0,8.0,3560.0,0.117359375,30334.17654107309,right,4382.434796875
10140,"Primary auditory area, layer 5",AUDp5,10136.0,8.0,7305.0,0.35709375,20456.812811761614,right,4382.434796875
10141,"Primary auditory area, layer 6a",AUDp6a,10136.0,8.0,3302.0,0.14903125,22156.426923883413,right,4382.434796875
10142,"Primary auditory area, layer 6b",AUDp6b,10136.0,8.0,670.0,0.027203125,24629.523262492818,right,4382.434796875
10143,Posterior auditory area,AUDpo,10121.0,7.0,4369.0,0.3053125,14309.92835209826,right,4382.434796875
10144,"Posterior auditory area, layer 1",AUDpo1,10143.0,8.0,442.0,0.056125,7875.278396436525,right,4382.434796875
10145,"Posterior auditory area, layer 2/3",AUDpo2/3,10143.0,8.0,1461.0,0.07325,19945.392491467577,right,4382.434796875
10146,"Posterior auditory area, layer 4",AUDpo4,10143.0,8.0,580.0,0.0371875,15596.638655462186,right,4382.434796875
10147,"Posterior auditory area, layer 5",AUDpo5,10143.0,8.0,963.0,0.090703125,10617.054263565891,right,4382.434796875
10148,"Posterior auditory area, layer 6a",AUDpo6a,10143.0,8.0,718.0,0.0393125,18263.910969793324,right,4382.434796875
10149,"Posterior auditory area, layer 6b",AUDpo6b,10143.0,8.0,205.0,0.008734375,23470.483005366725,right,4382.434796875
10150,Ventral auditory area,AUDv,10121.0,7.0,15807.0,0.90990625,17372.119380430675,right,4382.434796875
10151,"Ventral auditory area, layer 1",AUDv1,10150.0,8.0,746.0,0.14425,5171.5771230502605,right,4382.434796875
10152,"Ventral auditory area, layer 2/3",AUDv2/3,10150.0,8.0,2731.0,0.1919375,14228.59003581895,right,4382.434796875
10153,"Ventral auditory area, layer 4",AUDv4,10150.0,8.0,2785.0,0.107203125,25978.720303162805,right,4382.434796875
10154,"Ventral auditory area, layer 5",AUDv5,10150.0,8.0,5741.0,0.302015625,19008.950281959747,right,4382.434796875
10155,"Ventral auditory area, layer 6a",AUDv6a,10150.0,8.0,3441.0,0.141203125,24369.149053889563,right,4382.434796875
10156,"Ventral auditory area, layer 6b",AUDv6b,10150.0,8.0,363.0,0.023296875,15581.48893360161,right,4382.434796875
10157,Visual areas,VIS,10005.0,6.0,63612.0,6.726890625,9456.374950350852,right,4382.434796875
10164,Anterolateral visual area,VISal,10157.0,7.0,4575.0,0.377265625,12126.73431352247,right,4382.434796875
10165,"Anterolateral visual area, layer 1",VISal1,10164.0,8.0,238.0,0.058296875,4082.551594746717,right,4382.434796875
10166,"Anterolateral visual area, layer 2/3",VISal2/3,10164.0,8.0,1127.0,0.09903125,11380.246134427263,right,4382.434796875
10167,"Anterolateral visual area, layer 4",VISal4,10164.0,8.0,820.0,0.0520625,15750.30012004802,right,4382.434796875
10168,"Anterolateral visual area, layer 5",VISal5,10164.0,8.0,1377.0,0.10153125,13562.326869806093,right,4382.434796875
10169,"Anterolateral visual area, layer 6a",VISal6a,10164.0,8.0,819.0,0.055359375,14794.24216765453,right,4382.434796875
10170,"Anterolateral visual area, layer 6b",VISal6b,10164.0,8.0,194.0,0.010984375,17661.45092460882,right,4382.434796875
10171,Anteromedial visual area,VISam,10157.0,7.0,3639.0,0.395453125,9202.102019044609,right,4382.434796875
10172,"Anteromedial visual area, layer 1",VISam1,10171.0,8.0,275.0,0.067546875,4071.246819338422,right,4382.434796875
10173,"Anteromedial visual area, layer 2/3",VISam2/3,10171.0,8.0,1272.0,0.103828125,12251.015801354402,right,4382.434796875
10174,"Anteromedial visual area, layer 4",VISam4,10171.0,8.0,312.0,0.030125,10356.846473029043,right,4382.434796875
10175,"Anteromedial visual area, layer 5",VISam5,10171.0,8.0,1025.0,0.11346875,9033.32415312586,right,4382.434796875
10176,"Anteromedial visual area, layer 6a",VISam6a,10171.0,8.0,603.0,0.068171875,8845.289938115975,right,4382.434796875
10177,"Anteromedial visual area, layer 6b",VISam6b,10171.0,8.0,152.0,0.0123125,12345.17766497462,right,4382.434796875
10178,Lateral visual area,VISl,10157.0,7.0,7415.0,0.612828125,12099.640498712426,right,4382.434796875
10179,"Lateral visual area, layer 1",VISl1,10178.0,8.0,958.0,0.09240625,10367.264119039568,right,4382.434796875
10180,"Lateral visual area, layer 2/3",VISl2/3,10178.0,8.0,2212.0,0.150921875,14656.589709079612,right,4382.434796875
10181,"Lateral visual area, layer 4",VISl4,10178.0,8.0,948.0,0.089609375,10579.250217959894,right,4382.434796875
10182,"Lateral visual area, layer 5",VISl5,10178.0,8.0,1976.0,0.15721875,12568.475452196382,right,4382.434796875
10183,"Lateral visual area, layer 6a",VISl6a,10178.0,8.0,1233.0,0.10365625,11895.085921012964,right,4382.434796875
10184,"Lateral visual area, layer 6b",VISl6b,10178.0,8.0,88.0,0.019015625,4627.773212818405,right,4382.434796875
10185,Primary visual area,VISp,10157.0,7.0,27767.0,3.535171875,7854.49788067235,right,4382.434796875
10186,"Primary visual area, layer 1",VISp1,10185.0,8.0,3265.0,0.631125,5173.301643889879,right,4382.434796875
10187,"Primary visual area, layer 2/3",VISp2/3,10185.0,8.0,7078.0,1.000015625,7077.889407978,right,4382.434796875
10188,"Primary visual area, layer 4",VISp4,10185.0,8.0,4484.0,0.5121875,8754.606467358144,right,4382.434796875
10189,"Primary visual area, layer 5",VISp5,10185.0,8.0,7528.0,0.77603125,9700.6402770507,right,4382.434796875
10190,"Primary visual area, layer 6a",VISp6a,10185.0,8.0,4821.0,0.53453125,9019.117217187955,right,4382.434796875
10191,"Primary visual area, layer 6b",VISp6b,10185.0,8.0,591.0,0.08128125,7271.049596309112,right,4382.434796875
10192,Posterolateral visual area,VISpl,10157.0,7.0,2947.0,0.39575,7446.620341124448,right,4382.434796875
10193,"Posterolateral visual area, layer 1",VISpl1,10192.0,8.0,387.0,0.094359375,4101.341281669151,right,4382.434796875
10194,"Posterolateral visual area, layer 2/3",VISpl2/3,10192.0,8.0,864.0,0.10425,8287.769784172662,right,4382.434796875
10195,"Posterolateral visual area, layer 4",VISpl4,10192.0,8.0,207.0,0.017875,11580.41958041958,right,4382.434796875
10196,"Posterolateral visual area, layer 5",VISpl5,10192.0,8.0,1046.0,0.121453125,8612.376173935418,right,4382.434796875
10197,"Posterolateral visual area, layer 6a",VISpl6a,10192.0,8.0,432.0,0.05359375,8060.641399416909,right,4382.434796875
10198,"Posterolateral visual area, layer 6b",VISpl6b,10192.0,8.0,11.0,0.00421875,2607.4074074074074,right,4382.434796875
10199,posteromedial visual area,VISpm,10157.0,7.0,3954.0,0.522546875,7566.785276440512,right,4382.434796875
10200,"posteromedial visual area, layer 1",VISpm1,10199.0,8.0,293.0,0.094328125,3106.178565512672,right,4382.434796875
10201,"posteromedial visual area, layer 2/3",VISpm2/3,10199.0,8.0,1497.0,0.1465625,10214.072494669508,right,4382.434796875
10202,"posteromedial visual area, layer 4",VISpm4,10199.0,8.0,366.0,0.04925,7431.472081218274,right,4382.434796875
10203,"posteromedial visual area, layer 5",VISpm5,10199.0,8.0,1124.0,0.143078125,7855.847985147974,right,4382.434796875
10204,"posteromedial visual area, layer 6a",VISpm6a,10199.0,8.0,544.0,0.075609375,7194.874974168216,right,4382.434796875
10205,"posteromedial visual area, layer 6b",VISpm6b,10199.0,8.0,130.0,0.01371875,9476.082004555808,right,4382.434796875
10206,Laterointermediate area,VISli,10157.0,7.0,3253.0,0.24634375,13205.124952429278,right,4382.434796875
10207,"Laterointermediate area, layer 1",VISli1,10206.0,8.0,433.0,0.0373125,11604.690117252932,right,4382.434796875
10208,"Laterointermediate area, layer 2/3",VISli2/3,10206.0,8.0,755.0,0.0584375,12919.786096256685,right,4382.434796875
10209,"Laterointermediate area, layer 4",VISli4,10206.0,8.0,362.0,0.028546875,12680.897646414887,right,4382.434796875
10210,"Laterointermediate area, layer 5",VISli5,10206.0,8.0,954.0,0.074296875,12840.3785488959,right,4382.434796875
10211,"Laterointermediate area, layer 6a",VISli6a,10206.0,8.0,712.0,0.03953125,18011.06719367589,right,4382.434796875
10212,"Laterointermediate area, layer 6b",VISli6b,10206.0,8.0,37.0,0.00821875,4501.90114068441,right,4382.434796875
10213,Postrhinal area,VISpor,10157.0,7.0,10062.0,0.64153125,15684.34896975011,right,4382.434796875
10214,"Postrhinal area, layer 1",VISpor1,10213.0,8.0,1078.0,0.1253125,8602.493765586036,right,4382.434796875
10215,"Postrhinal area, layer 2/3",VISpor2/3,10213.0,8.0,3441.0,0.18690625,18410.29928105668,right,4382.434796875
10216,"Postrhinal area, layer 4",VISpor4,10213.0,8.0,480.0,0.03025,15867.768595041323,right,4382.434796875
10217,"Postrhinal area, layer 5",VISpor5,10213.0,8.0,3369.0,0.19259375,17492.77949050787,right,4382.434796875
10218,"Postrhinal area, layer 6a",VISpor6a,10213.0,8.0,1635.0,0.09009375,18147.7627471384,right,4382.434796875
10219,"Postrhinal area, layer 6b",VISpor6b,10213.0,8.0,59.0,0.016375,3603.053435114504,right,4382.434796875
10220,Anterior cingulate area,ACA,10005.0,6.0,32515.0,2.78553125,11672.818246070656,right,4382.434796875
10226,"Anterior cingulate area, dorsal part",ACAd,10220.0,7.0,18877.0,1.573359375,11997.894632305475,right,4382.434796875
10227,"Anterior cingulate area, dorsal part, layer 1",ACAd1,10226.0,8.0,4212.0,0.306203125,13755.574832882585,right,4382.434796875
10228,"Anterior cingulate area, dorsal part, layer 2/3",ACAd2/3,10226.0,8.0,4167.0,0.30678125,13582.968320260772,right,4382.434796875
10229,"Anterior cingulate area, dorsal part, layer 5",ACAd5,10226.0,8.0,7212.0,0.59771875,12065.875464003764,right,4382.434796875
10230,"Anterior cingulate area, dorsal part, layer 6a",ACAd6a,10226.0,8.0,3173.0,0.3501875,9060.86025343566,right,4382.434796875
10231,"Anterior cingulate area, dorsal part, layer 6b",ACAd6b,10226.0,8.0,113.0,0.01246875,9062.65664160401,right,4382.434796875
10232,"Anterior cingulate area, ventral part",ACAv,10220.0,7.0,13638.0,1.212171875,11250.879748385518,right,4382.434796875
10233,"Anterior cingulate area, ventral part, layer 1",ACAv1,10232.0,8.0,1260.0,0.239359375,5264.051178275344,right,4382.434796875
10234,"Anterior cingulate area, ventral part, layer 2/3",ACAv2/3,10232.0,8.0,2819.0,0.261859375,10765.320126499197,right,4382.434796875
10235,"Anterior cingulate area, ventral part, layer 5",ACAv5,10232.0,8.0,6326.0,0.49821875,12697.233895753625,right,4382.434796875
10236,"Anterior cingulate area, ventral part, 6a",ACAv6a,10232.0,8.0,2799.0,0.181671875,15406.897738023565,right,4382.434796875
10237,"Anterior cingulate area, ventral part, 6b",ACAv6b,10232.0,8.0,434.0,0.0310625,13971.830985915492,right,4382.434796875
10238,Prelimbic area,PL,10005.0,6.0,20462.0,1.20953125,16917.29750678207,right,4382.434796875
10239,"Prelimbic area, layer 1",PL1,10238.0,7.0,4870.0,0.26446875,18414.273898144867,right,4382.434796875
10241,"Prelimbic area, layer 2/3",PL2/3,10238.0,7.0,3530.0,0.211390625,16698.94301130904,right,4382.434796875
10242,"Prelimbic area, layer 5",PL5,10238.0,7.0,8872.0,0.490953125,18070.97164316858,right,4382.434796875
10243,"Prelimbic area, layer 6a",PL6a,10238.0,7.0,3118.0,0.232,13439.655172413792,right,4382.434796875
10244,"Prelimbic area, layer 6b",PL6b,10238.0,7.0,72.0,0.01071875,6717.201166180757,right,4382.434796875
10245,Infralimbic area,ILA,10005.0,6.0,8789.0,0.423375,20759.37407735459,right,4382.434796875
10246,"Infralimbic area, layer 1",ILA1,10245.0,7.0,1007.0,0.077,13077.922077922078,right,4382.434796875
10248,"Infralimbic area, layer 2/3",ILA2/3,10245.0,7.0,1447.0,0.071515625,20233.3406161241,right,4382.434796875
10249,"Infralimbic area, layer 5",ILA5,10245.0,7.0,4681.0,0.166921875,28043.05906580549,right,4382.434796875
10250,"Infralimbic area, layer 6a",ILA6a,10245.0,7.0,1641.0,0.102484375,16012.196981247142,right,4382.434796875
10251,"Infralimbic area, layer 6b",ILA6b,10245.0,7.0,13.0,0.005453125,2383.954154727794,right,4382.434796875
10252,Orbital area,ORB,10005.0,6.0,35879.0,2.954953125,12141.986177868728,right,4382.434796875
10258,"Orbital area, lateral part",ORBl,10252.0,7.0,11055.0,1.363578125,8107.346251246146,right,4382.434796875
10259,"Orbital area, lateral part, layer 1",ORBl1,10258.0,8.0,626.0,0.187265625,3342.845223195661,right,4382.434796875
10260,"Orbital area, lateral part, layer 2/3",ORBl2/3,10258.0,8.0,3180.0,0.310640625,10236.909612192543,right,4382.434796875
10261,"Orbital area, lateral part, layer 5",ORBl5,10258.0,8.0,5613.0,0.60409375,9291.604159122651,right,4382.434796875
10262,"Orbital area, lateral part, layer 6a",ORBl6a,10258.0,8.0,1497.0,0.23884375,6267.695930917179,right,4382.434796875
10263,"Orbital area, lateral part, layer 6b",ORBl6b,10258.0,8.0,139.0,0.022734375,6114.089347079038,right,4382.434796875
10264,"Orbital area, medial part",ORBm,10252.0,7.0,13129.0,0.703078125,18673.60046225304,right,4382.434796875
10265,"Orbital area, medial part, layer 1",ORBm1,10264.0,8.0,5013.0,0.21559375,23252.06551674156,right,4382.434796875
10267,"Orbital area, medial part, layer 2/3",ORBm2/3,10264.0,8.0,3049.0,0.15665625,19462.99620985438,right,4382.434796875
10268,"Orbital area, medial part, layer 5",ORBm5,10264.0,8.0,3776.0,0.2356875,16021.214531954389,right,4382.434796875
10269,"Orbital area, medial part, layer 6a",ORBm6a,10264.0,8.0,1287.0,0.09321875,13806.235333556822,right,4382.434796875
10270,"Orbital area, medial part, layer 6b",ORBm6b,10264.0,8.0,4.0,0.001921875,2081.3008130081303,right,4382.434796875
10272,"Orbital area, ventrolateral part",ORBvl,10252.0,7.0,11695.0,0.888296875,13165.643524300363,right,4382.434796875
10273,"Orbital area, ventrolateral part, layer 1",ORBvl1,10272.0,8.0,1786.0,0.193109375,9248.644712355368,right,4382.434796875
10274,"Orbital area, ventrolateral part, layer 2/3",ORBvl2/3,10272.0,8.0,4454.0,0.2616875,17020.3009314545,right,4382.434796875
10275,"Orbital area, ventrolateral part, layer 5",ORBvl5,10272.0,8.0,4057.0,0.30940625,13112.210887789111,right,4382.434796875
10276,"Orbital area, ventrolateral part, layer 6a",ORBvl6a,10272.0,8.0,1357.0,0.11915625,11388.408077629165,right,4382.434796875
10277,"Orbital area, ventrolateral part, layer 6b",ORBvl6b,10272.0,8.0,41.0,0.0049375,8303.79746835443,right,4382.434796875
10278,Agranular insular area,AI,10005.0,6.0,29050.0,3.947640625,7358.825880965292,right,4382.434796875
10279,"Agranular insular area, dorsal part",AId,10278.0,7.0,9830.0,1.8626875,5277.321075059557,right,4382.434796875
10280,"Agranular insular area, dorsal part, layer 1",AId1,10279.0,8.0,907.0,0.230171875,3940.533568664721,right,4382.434796875
10281,"Agranular insular area, dorsal part, layer 2/3",AId2/3,10279.0,8.0,1693.0,0.46253125,3660.293223430849,right,4382.434796875
10282,"Agranular insular area, dorsal part, layer 5",AId5,10279.0,8.0,4794.0,0.75565625,6344.154501468094,right,4382.434796875
10283,"Agranular insular area, dorsal part, layer 6a",AId6a,10279.0,8.0,2364.0,0.3905625,6052.808449351896,right,4382.434796875
10284,"Agranular insular area, dorsal part, layer 6b",AId6b,10279.0,8.0,72.0,0.023765625,3029.585798816568,right,4382.434796875
10285,"Agranular insular area, posterior part",AIp,10278.0,7.0,9997.0,1.217875,8208.559991788976,right,4382.434796875
10286,"Agranular insular area, posterior part, layer 1",AIp1,10285.0,8.0,1416.0,0.211859375,6683.678737370013,right,4382.434796875
10287,"Agranular insular area, posterior part, layer 2/3",AIp2/3,10285.0,8.0,2868.0,0.401546875,7142.379080898089,right,4382.434796875
10288,"Agranular insular area, posterior part, layer 5",AIp5,10285.0,8.0,3245.0,0.376234375,8624.94289629968,right,4382.434796875
10289,"Agranular insular area, posterior part, layer 6a",AIp6a,10285.0,8.0,2394.0,0.217828125,10990.31633311814,right,4382.434796875
10290,"Agranular insular area, posterior part, layer 6b",AIp6b,10285.0,8.0,74.0,0.01040625,7111.11111111111,right,4382.434796875
10291,"Agranular insular area, ventral part",AIv,10278.0,7.0,9223.0,0.867078125,10636.873119132142,right,4382.434796875
10292,"Agranular insular area, ventral part, layer 1",AIv1,10291.0,8.0,1116.0,0.12509375,8921.309018236323,right,4382.434796875
10293,"Agranular insular area, ventral part, layer 2/3",AIv2/3,10291.0,8.0,2741.0,0.2971875,9223.133543638276,right,4382.434796875
