name,acronym,depth,left_count,volume (mm^3),density (cells/mm^3),right_count
Medulla,MY,4.0,99863.0,15.45596875,6461.128487983,
"Medulla, sensory related",MY-sen,5.0,27217.0,3.966765625,6861.25740035372,
Area postrema,AP,6.0,561.0,0.025875,21681.159420289856,
Cochlear nuclei,CN,6.0,5202.0,0.81571875,6377.198023215722,
Dorsal cochlear nucleus,DCO,7.0,2437.0,0.306,7964.0522875817,
Ventral cochlear nucleus,VCO,7.0,2765.0,0.50971875,5424.560112807308,
Dorsal column nuclei,DCN,6.0,1342.0,0.207734375,6460.172997367431,
Cuneate nucleus,CU,7.0,1216.0,0.1669375,7284.1632347435425,
Gracile nucleus,GR,7.0,126.0,0.040796875,3088.4718498659518,
External cuneate nucleus,ECU,6.0,1514.0,0.10259375,14757.234236978376,
Nucleus of the trapezoid body,NTB,6.0,94.0,0.07734375,1215.353535353535,
Nucleus of the solitary tract,NTS,6.0,5437.0,0.423703125,12832.097945937972,
"Spinal nucleus of the trigeminal, caudal part",SPVC,6.0,7984.0,0.84128125,9490.286393521788,
"Spinal nucleus of the trigeminal, interpolar part",SPVI,6.0,3981.0,0.92271875,4314.42408642937,
"Spinal nucleus of the trigeminal, oral part",SPVO,6.0,766.0,0.498703125,1535.983958392079,
Paratrigeminal nucleus,Pa5,6.0,336.0,0.05109375,6576.146788990825,
"Medulla, motor related",MY-mot,5.0,49605.0,8.74534375,5672.16125724046,
Abducens nucleus,VI,6.0,104.0,0.01521875,6833.675564681725,
Facial motor nucleus,VII,6.0,2412.0,0.458546875,5260.09472859236,
Accessory facial motor nucleus,ACVII,6.0,3.0,0.002765625,1084.7457627118645,
Nucleus ambiguus,AMB,6.0,213.0,0.02159375,9863.965267727932,
"Nucleus ambiguus, dorsal division",AMBd,7.0,43.0,0.010625,4047.0588235294113,
"Nucleus ambiguus, ventral division",AMBv,7.0,170.0,0.01096875,15498.5754985755,
Dorsal motor nucleus of the vagus nerve,DMX,6.0,1652.0,0.087015625,18985.09606751661,
Gigantocellular reticular nucleus,GRN,6.0,3450.0,1.306625,2640.390318568832,
Infracerebellar nucleus,ICB,6.0,4.0,0.027125,147.46543778801845,
Inferior olivary complex,IO,6.0,3748.0,0.255203125,14686.340537561991,
Intermediate reticular nucleus,IRN,6.0,6606.0,1.387890625,4759.741063889671,
Inferior salivatory nucleus,ISN,6.0,17.0,0.00359375,4730.434782608695,
Linear nucleus of the medulla,LIN,6.0,207.0,0.030859375,6707.848101265822,
Lateral reticular nucleus,LRN,6.0,5905.0,0.28496875,20721.570347625835,
"Lateral reticular nucleus, magnocellular part",LRNm,7.0,5779.0,0.2564375,22535.70558128199,
"Lateral reticular nucleus, parvicellular part",LRNp,7.0,126.0,0.02853125,4416.210295728368,
Magnocellular reticular nucleus,MARN,6.0,1457.0,0.26578125,5481.951793062904,
Medullary reticular nucleus,MDRN,6.0,6763.0,1.016015625,6656.393694732795,
"Medullary reticular nucleus, dorsal part",MDRNd,7.0,4175.0,0.546171875,7644.113860678015,
"Medullary reticular nucleus, ventral part",MDRNv,7.0,2588.0,0.46984375,5508.214166943798,
Parvicellular reticular nucleus,PARN,6.0,4686.0,1.12546875,4163.598500624739,
Parasolitary nucleus,PAS,6.0,39.0,0.014015625,2782.608695652174,
Paragigantocellular reticular nucleus,PGRN,6.0,3871.0,0.47425,8162.361623616236,
"Paragigantocellular reticular nucleus, dorsal part",PGRNd,7.0,387.0,0.119265625,3244.8578540547624,
"Paragigantocellular reticular nucleus, lateral part",PGRNl,7.0,3484.0,0.354984375,9814.516484000176,
Perihypoglossal nuclei,PHY,6.0,880.0,0.135,6518.518518518518,
Nucleus of Roller,NR,7.0,58.0,0.015125,3834.710743801653,
Nucleus prepositus,PRP,7.0,822.0,0.119875,6857.142857142858,
Parapyramidal nucleus,PPY,6.0,282.0,0.047359375,5954.470471791487,
Vestibular nuclei,VNC,6.0,5742.0,1.6041875,3579.382085946936,
Lateral vestibular nucleus,LAV,7.0,85.0,0.143515625,592.2700054436581,
Medial vestibular nucleus,MV,7.0,3159.0,0.909296875,3474.112896296933,
Spinal vestibular nucleus,SPIV,7.0,2232.0,0.37425,5963.927855711422,
Superior vestibular nucleus,SUV,7.0,266.0,0.177125,1501.7642907551165,
Nucleus x,x,6.0,251.0,0.028515625,8802.191780821919,
Hypoglossal nucleus,XII,6.0,1257.0,0.141640625,8874.57253171539,
Nucleus y,y,6.0,56.0,0.011703125,4785.046728971963,
"Medulla, behavioral state related",MY-sat,5.0,785.0,0.100828125,7785.526111885944,
Nucleus raphe magnus,RM,6.0,108.0,0.05384375,2005.8038305281484,
Nucleus raphe pallidus,RPA,6.0,642.0,0.030328125,21168.469860896443,
Nucleus raphe obscurus,RO,6.0,35.0,0.01665625,2101.313320825516,
Cerebellum,CB,2.0,164716.0,26.87484375,6129.003075599277,
Cerebellar cortex,CBX,3.0,160456.0,25.571265625,6274.8556271351945,
Vermal regions,VERM,4.0,43296.0,10.09521875,4288.762935424257,
Lingula (I),LING,5.0,454.0,0.059890625,7580.48525958779,
Central lobule,CENT,5.0,4008.0,2.027453125,1976.86444661945,
Lobule II,CENT2,6.0,739.0,0.66284375,1114.893215784263,
Lobule III,CENT3,6.0,3269.0,1.364609375,2395.557336692048,
Culmen,CUL,5.0,7539.0,3.3536875,2247.973312957752,
Lobules IV-V,"CUL4, 5",6.0,7539.0,3.3536875,2247.973312957752,
Declive (VI),DEC,5.0,4753.0,1.66121875,2861.1523918809607,
Folium-tuber vermis (VII),FOTU,5.0,1608.0,0.525640625,3059.1242828691184,
Pyramus (VIII),PYR,5.0,6083.0,0.621171875,9792.780782291537,
Uvula (IX),UVU,5.0,11274.0,1.090515625,10338.22876219678,
Nodulus (X),NOD,5.0,7577.0,0.755640625,10027.253365315028,
Hemispheric regions,HEM,4.0,117160.0,15.476046875,7570.408706196168,
Simple lobule,SIM,5.0,10869.0,2.8468125,3817.9542909833367,
Ansiform lobule,AN,5.0,31522.0,5.40478125,5832.243441859927,
Crus 1,ANcr1,6.0,21175.0,2.848609375,7433.451629358623,
Crus 2,ANcr2,6.0,10347.0,2.556171875,4047.849873162383,
Paramedian lobule,PRM,5.0,19526.0,2.441015625,7999.129460713714,
Copula pyramidis,COPY,5.0,7854.0,1.25378125,6264.250641808529,
Paraflocculus,PFL,5.0,37758.0,2.86209375,13192.439975105635,
Flocculus,FL,5.0,9631.0,0.6675625,14427.113566145494,
Cerebellar nuclei,CBN,3.0,251.0,0.892046875,281.37534812842654,
Fastigial nucleus,FN,4.0,159.0,0.25065625,634.3348709637202,
Interposed nucleus,IP,4.0,46.0,0.430734375,106.79435557006566,
Dentate nucleus,DN,4.0,29.0,0.168,172.61904761904762,
Vestibulocerebellar nucleus,VeCB,4.0,17.0,0.04265625,398.53479853479854,
fiber tracts,fiber tracts,1.0,185407.0,23.43646875,7911.046752723787,
cranial nerves,cm,2.0,72935.0,6.16371875,11832.953928989702,
vomeronasal nerve,von,3.0,70.0,0.006796875,10298.850574712644,
olfactory nerve,In,3.0,47553.0,2.976546875,15975.894886587332,
olfactory nerve layer of main olfactory bulb,onl,4.0,36688.0,2.066203125,17756.240689065846,
"lateral olfactory tract, general",lotg,4.0,7418.0,0.530796875,13975.21415324836,
"lateral olfactory tract, body",lot,5.0,5544.0,0.452328125,12256.589174064731,
dorsal limb,lotd,5.0,1874.0,0.07846875,23882.1186778176,
"anterior commissure, olfactory limb",aco,4.0,3447.0,0.379546875,9081.88217858466,
optic nerve,IIn,3.0,6891.0,0.649859375,10603.832559928833,
brachium of the superior colliculus,bsc,4.0,495.0,0.099453125,4977.219167321288,
superior colliculus commissure,csc,4.0,56.0,0.013265625,4221.436984687868,
optic chiasm,och,4.0,2308.0,0.1520625,15177.96958487464,
optic tract,opt,4.0,3841.0,0.349609375,10986.54748603352,
oculomotor nerve,IIIn,3.0,460.0,0.1029375,4468.731026108076,
medial longitudinal fascicle,mlf,4.0,259.0,0.07340625,3528.309919114517,
posterior commissure,pc,4.0,190.0,0.025453125,7464.702271332106,
trochlear nerve,IVn,3.0,22.0,0.00346875,6342.342342342342,
trigeminal nerve,Vn,3.0,10054.0,1.190859375,8442.642524437446,
motor root of the trigeminal nerve,moV,4.0,489.0,0.029859375,16376.766091051804,
sensory root of the trigeminal nerve,sV,4.0,9565.0,1.161,8238.587424633935,
spinal tract of the trigeminal nerve,sptV,5.0,4526.0,0.813609375,5562.866086689328,
facial nerve,VIIn,3.0,260.0,0.053828125,4830.188679245283,
genu of the facial nerve,gVIIn,4.0,176.0,0.01440625,12216.919739696312,
vestibulocochlear nerve,VIIIn,3.0,5442.0,0.831171875,6547.382272769997,
vestibular nerve,vVIIIn,4.0,280.0,0.125125,2237.762237762238,
cochlear nerve,cVIIIn,4.0,5162.0,0.706046875,7311.129307101601,
trapezoid body,tb,5.0,1566.0,0.149625,10466.165413533834,
dorsal acoustic stria,das,5.0,7.0,0.00603125,1160.6217616580311,
lateral lemniscus,ll,5.0,1915.0,0.416703125,4595.597885185046,
inferior colliculus commissure,cic,5.0,27.0,0.008953125,3015.706806282723,
brachium of the inferior colliculus,bic,5.0,1647.0,0.124734375,13204.058624577228,
vagus nerve,Xn,3.0,7.0,0.0046875,1493.3333333333337,
solitary tract,ts,4.0,7.0,0.0046875,1493.3333333333337,
dorsal roots,drt,3.0,2176.0,0.3435625,6333.636529015827,
cervicothalamic tract,cett,4.0,2176.0,0.3435625,6333.636529015827,
dorsal column,dc,5.0,206.0,0.0111875,18413.40782122905,
cuneate fascicle,cuf,6.0,206.0,0.0111875,18413.40782122905,
medial lemniscus,ml,5.0,1970.0,0.332375,5927.04024069199,
cerebellum related fiber tracts,cbf,2.0,17016.0,4.89825,3473.8937375593323,
cerebellar commissure,cbc,3.0,10.0,0.0344375,290.3811252268602,
cerebellar peduncles,cbp,3.0,9094.0,1.408359375,6457.1587063848665,
superior cerebelar peduncles,scp,4.0,1203.0,0.426625,2819.8066217404044,
superior cerebellar peduncle decussation,dscp,5.0,29.0,0.022609375,1282.6537664132688,
uncinate fascicle,uf,5.0,90.0,0.042390625,2123.110947290822,
ventral spinocerebellar tract,sctv,5.0,568.0,0.142484375,3986.402017765106,
middle cerebellar peduncle,mcp,4.0,6745.0,0.54659375,12340.06060259562,
inferior cerebellar peduncle,icp,4.0,1146.0,0.435140625,2633.631369169449,
dorsal spinocerebellar tract,sctd,5.0,0.0,0.07328125,0.0,
arbor vitae,arb,3.0,7912.0,3.455453125,2289.7141746062607,
supra-callosal cerebral white matter,scwm,2.0,5005.0,0.533921875,9374.030610751808,
lateral forebrain bundle system,lfbs,2.0,51552.0,6.926859375,7442.333849891387,
corpus callosum,cc,3.0,24633.0,3.89753125,6320.154585033795,
"corpus callosum, anterior forceps",fa,4.0,5883.0,0.866140625,6792.199592300615,
external capsule,ec,5.0,3885.0,0.439015625,8849.343346264724,
"corpus callosum, extreme capsule",ee,4.0,661.0,0.04671875,14148.494983277593,
genu of corpus callosum,ccg,4.0,1969.0,0.41365625,4759.990934501775,
"corpus callosum, posterior forceps",fp,4.0,2623.0,0.681484375,3848.951048951049,
"corpus callosum, body",ccb,4.0,11945.0,1.517390625,7872.066561634385,
"corpus callosum, splenium",ccs,4.0,1552.0,0.372140625,4170.466473527313,
corticospinal tract,cst,3.0,14119.0,1.846421875,7646.681503922282,
internal capsule,int,4.0,3142.0,1.04996875,2992.470013988512,
cerebal peduncle,cpd,4.0,6490.0,0.440984375,14717.074726287072,
pyramid,py,4.0,4103.0,0.280203125,14642.948753694309,
pyramidal decussation,pyd,4.0,107.0,0.033265625,3216.5335838421797,
thalamus related,lfbst,3.0,12800.0,1.18290625,10820.806805273029,
external medullary lamina of the thalamus,em,4.0,75.0,0.055,1363.6363636363635,
optic radiation,or,4.0,10978.0,0.922203125,11904.101929821589,
auditory radiation,ar,4.0,1747.0,0.205703125,8492.82187618686,
extrapyramidal fiber systems,eps,2.0,3185.0,0.612609375,5199.07159435815,
cerebral nuclei related,epsc,3.0,351.0,0.0560625,6260.869565217391,
nigrostriatal tract,nst,4.0,351.0,0.0560625,6260.869565217391,
tectospinal pathway,tsp,3.0,553.0,0.25309375,2184.9611063094208,
doral tegmental decussation,dtd,4.0,11.0,0.003390625,3244.2396313364056,
crossed tectospinal pathway,tspc,4.0,542.0,0.249703125,2170.5775608535137,
rubrospinal tract,rust,3.0,2281.0,0.303453125,7516.811698676691,
ventral tegmental decussation,vtd,4.0,100.0,0.01821875,5488.85077186964,
medial forebrain bundle system,mfbs,2.0,26749.0,3.52459375,7589.243441176731,
cerebrum related,mfbc,3.0,23333.0,3.113984375,7492.972728869265,
amygdalar capsule,amc,4.0,1037.0,0.0835,12419.161676646703,
"anterior commissure, temporal limb",act,4.0,831.0,0.106015625,7838.467207074429,
cingulum bundle,cing,4.0,6812.0,0.631234375,10791.554246392236,
fornix system,fxs,4.0,13730.0,2.12225,6469.548827894922,
alveus,alv,5.0,4519.0,0.6995625,6459.751630483338,
dorsal fornix,df,5.0,183.0,0.018421875,9933.84223918575,
fimbria,fi,5.0,6642.0,0.75725,8771.211620997028,
postcommissural fornix,fxpo,5.0,1424.0,0.1384375,10286.230248306998,
medial corticohypothalamic tract,mct,6.0,83.0,0.00415625,19969.924812030076,
columns of the fornix,fx,6.0,1341.0,0.13428125,9986.502210844776,
hippocampal commissures,hc,5.0,962.0,0.508578125,1891.5481274386311,
dorsal hippocampal commissure,dhc,6.0,896.0,0.475953125,1882.538327697712,
ventral hippocampal commissure,vhc,6.0,66.0,0.032625,2022.9885057471265,
stria terminalis,st,4.0,923.0,0.170984375,5398.154071095678,
commissural branch of stria terminalis,stc,5.0,241.0,0.017703125,13613.41571050309,
hypothalamus related,mfsbshy,3.0,3416.0,0.410609375,8319.342440732144,
medial forebrain bundle,mfb,4.0,345.0,0.02484375,13886.792452830188,
supraoptic commissures,sup,4.0,341.0,0.013171875,25888.493475682088,
mammillary related,mfbsma,4.0,1221.0,0.13096875,9322.834645669293,
principal mammillary tract,pm,5.0,111.0,0.016484375,6733.649289099527,
mammillothalamic tract,mtt,5.0,635.0,0.0650625,9759.846301633046,
mammillotegmental tract,mtg,5.0,160.0,0.03340625,4789.522918615528,
mammillary peduncle,mp,5.0,315.0,0.016015625,19668.292682926836,
epithalamus related,mfbse,4.0,1509.0,0.241625,6245.214692188308,
stria medullaris,sm,5.0,882.0,0.134828125,6541.661837988179,
fasciculus retroflexus,fr,5.0,461.0,0.083234375,5538.577060259057,
habenular commissure,hbc,5.0,166.0,0.0235625,7045.092838196287,
ventricular systems,VS,1.0,41065.0,2.95615625,13891.349619966808,
lateral ventricle,VL,2.0,21415.0,1.846671875,11596.537690270505,
subependymal zone,SEZ,3.0,395.0,0.067703125,5834.294945765058,
choroid plexus,chpl,3.0,11074.0,0.716796875,15449.286103542234,
third ventricle,V3,2.0,8323.0,0.433359375,19205.768884081484,
cerebral aqueduct,AQ,2.0,4139.0,0.19671875,21040.19062748213,
fourth ventricle,V4,2.0,7188.0,0.479390625,14994.03539649946,
lateral recess,V4r,3.0,3835.0,0.2315625,16561.40350877193,
"central canal, spinal cord/medulla",c,2.0,0.0,1.5625e-05,0.0,
root,root,0.0,,253.297921875,7511.396011132395,1902621.0
Basic cell groups and regions,grey,1.0,,225.007921875,7673.538716379917,1726607.0
Cerebrum,CH,2.0,,137.983015625,9358.448894242303,1291307.0
Cerebral cortex,CTX,3.0,,110.7961875,10288.77460246545,1139957.0
Cortical plate,CTXpl,4.0,,106.3434375,10394.811621544584,1105420.0
Isocortex,Isocortex,5.0,,61.67009375,7927.148643259522,488868.0
"Frontal pole, cerebral cortex",FRP,6.0,,0.486109375,4776.702773938479,2322.0
"Frontal pole, layer 1",FRP1,7.0,,0.126671875,8439.126680646355,1069.0
"Frontal pole, layer 2/3",FRP2/3,7.0,,0.117,5658.119658119658,662.0
"Frontal pole, layer 5",FRP5,7.0,,0.18575,2670.255720053836,496.0
"Frontal pole, layer 6a",FRP6a,7.0,,0.05615625,1567.056204785754,88.0
"Frontal pole, layer 6b",FRP6b,7.0,,0.00053125,13176.470588235294,7.0
Somatomotor areas,MO,6.0,,12.226390625,4786.367603889639,58520.0
Primary motor area,MOp,7.0,,5.676359375,4350.675911882341,24696.0
"Primary motor area, Layer 1",MOp1,8.0,,0.665328125,2531.081937953548,1684.0
"Primary motor area, Layer 2/3",MOp2/3,8.0,,1.844640625,3656.5387905842094,6745.0
"Primary motor area, Layer 5",MOp5,8.0,,1.6365625,6032.766851250716,9873.0
"Primary motor area, Layer 6a",MOp6a,8.0,,1.438171875,4270.699564334061,6142.0
"Primary motor area, Layer 6b",MOp6b,8.0,,0.09165625,2749.403341288783,252.0
Secondary motor area,MOs,7.0,,6.55003125,5163.944828507498,33824.0
"Secondary motor area, layer 1",MOs1,8.0,,1.159859375,3632.336894289448,4213.0
"Secondary motor area, layer 2/3",MOs2/3,8.0,,1.902859375,5969.962966916564,11360.0
"Secondary motor area, layer 5",MOs5,8.0,,2.261203125,5374.5724413856005,12153.0
"Secondary motor area, layer 6a",MOs6a,8.0,,1.188921875,4997.8052594919245,5942.0
"Secondary motor area, layer 6b",MOs6b,8.0,,0.0371875,4194.957983193278,156.0
Somatosensory areas,SS,6.0,,16.666015625,5162.181647720614,86033.0
Primary somatosensory area,SSp,7.0,,12.1554375,5108.824754353762,62100.0
"Primary somatosensory area, nose",SSp-n,8.0,,1.5095625,3393.698505361653,5123.0
"Primary somatosensory area, nose, layer 1",SSp-n1,9.0,,0.202515625,1945.528894375434,394.0
"Primary somatosensory area, nose, layer 2/3",SSp-n2/3,9.0,,0.32015625,1696.046852122987,543.0
"Primary somatosensory area, nose, layer 4",SSp-n4,9.0,,0.273953125,821.3083898933439,225.0
"Primary somatosensory area, nose, layer 5",SSp-n5,9.0,,0.283515625,6860.2920914852575,1945.0
"Primary somatosensory area, nose, layer 6a",SSp-n6a,9.0,,0.402546875,4672.74773900555,1881.0
"Primary somatosensory area, nose, layer 6b",SSp-n6b,9.0,,0.026875,5023.2558139534885,135.0
"Primary somatosensory area, barrel field",SSp-bfd,8.0,,3.144515625,5665.4194555004005,17815.0
"Primary somatosensory area, barrel field, layer 1",SSp-bfd1,9.0,,0.41946875,5158.906354764211,2164.0
"Primary somatosensory area, barrel field, layer 2/3",SSp-bfd2/3,9.0,,0.75809375,4139.32973329486,3138.0
"Primary somatosensory area, barrel field, layer 4",SSp-bfd4,9.0,,0.641375,3034.106412005457,1946.0
"Primary somatosensory area, barrel field, layer 5",SSp-bfd5,9.0,,0.6041875,8313.644357091134,5023.0
"Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a,9.0,,0.64875,7665.510597302504,4973.0
"Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b,9.0,,0.072640625,7860.615186061518,571.0
"Primary somatosensory area, lower limb",SSp-ll,8.0,,1.17609375,8426.199016872593,9910.0
"Primary somatosensory area, lower limb, layer 1",SSp-ll1,9.0,,0.14996875,5214.419670764743,782.0
"Primary somatosensory area, lower limb, layer 2/3",SSp-ll2/3,9.0,,0.32334375,7403.885184111337,2394.0
"Primary somatosensory area, lower limb, layer 4",SSp-ll4,9.0,,0.13634375,12270.45610818244,1673.0
"Primary somatosensory area, lower limb, layer 5",SSp-ll5,9.0,,0.2776875,10501.012829169482,2916.0
"Primary somatosensory area, lower limb, layer 6a",SSp-ll6a,9.0,,0.26378125,7453.145361923942,1966.0
"Primary somatosensory area, lower limb, layer 6b",SSp-ll6b,9.0,,0.02496875,7168.9612015018765,179.0
"Primary somatosensory area, mouth",SSp-m,8.0,,3.1075,2437.007240547064,7573.0
"Primary somatosensory area, mouth, layer 1",SSp-m1,9.0,,0.39221875,1425.2250816667995,559.0
"Primary somatosensory area, mouth, layer 2/3",SSp-m2/3,9.0,,0.749703125,1189.8042975344406,892.0
"Primary somatosensory area, mouth, layer 4",SSp-m4,9.0,,0.473421875,1157.5299514835474,548.0
"Primary somatosensory area, mouth, layer 5",SSp-m5,9.0,,0.60925,4556.421830118999,2776.0
"Primary somatosensory area, mouth, layer 6a",SSp-m6a,9.0,,0.8255625,3214.777803013097,2654.0
"Primary somatosensory area, mouth, layer 6b",SSp-m6b,9.0,,0.05734375,2511.171662125341,144.0
"Primary somatosensory area, upper limb",SSp-ul,8.0,,1.88615625,4898.321652832315,9239.0
"Primary somatosensory area, upper limb, layer 1",SSp-ul1,9.0,,0.231265625,3506.790081751233,811.0
"Primary somatosensory area, upper limb, layer 2/3",SSp-ul2/3,9.0,,0.48934375,4373.203908295549,2140.0
"Primary somatosensory area, upper limb, layer 4",SSp-ul4,9.0,,0.261640625,4311.257091669155,1128.0
"Primary somatosensory area, upper limb, layer 5",SSp-ul5,9.0,,0.3961875,6842.719671872535,2711.0
"Primary somatosensory area, upper limb, layer 6a",SSp-ul6a,9.0,,0.47053125,4762.701733413031,2241.0
"Primary somatosensory area, upper limb, layer 6b",SSp-ul6b,9.0,,0.0371875,5593.27731092437,208.0
"Primary somatosensory area, trunk",SSp-tr,8.0,,0.700359375,11521.227941012428,8069.0
"Primary somatosensory area, trunk, layer 1",SSp-tr1,9.0,,0.102109375,5435.348125478195,555.0
"Primary somatosensory area, trunk, layer 2/3",SSp-tr2/3,9.0,,0.211515625,9502.844057028884,2010.0
"Primary somatosensory area, trunk, layer 4",SSp-tr4,9.0,,0.076625,16117.455138662315,1235.0
"Primary somatosensory area, trunk, layer 5",SSp-tr5,9.0,,0.176765625,14703.0849465217,2599.0
"Primary somatosensory area, trunk, layer 6a",SSp-tr6a,9.0,,0.116234375,12053.232961419546,1401.0
"Primary somatosensory area, trunk, layer 6b",SSp-tr6b,9.0,,0.017109375,15722.374429223744,269.0
"Primary somatosensory area, unassigned",SSp-un,8.0,,0.63125,6924.3564356435645,4371.0
"Primary somatosensory area, unassigned, layer 1",SSp-un1,9.0,,0.083015625,3818.5582533408624,317.0
"Primary somatosensory area, unassigned, layer 2/3",SSp-un2/3,9.0,,0.1659375,5839.54802259887,969.0
"Primary somatosensory area, unassigned, layer 4",SSp-un4,9.0,,0.093875,6881.491344873502,646.0
"Primary somatosensory area, unassigned, layer 5",SSp-un5,9.0,,0.1288125,11008.248423095583,1418.0
"Primary somatosensory area, unassigned, layer 6a",SSp-un6a,9.0,,0.147421875,6498.357180710122,958.0
"Primary somatosensory area, unassigned, layer 6b",SSp-un6b,9.0,,0.0121875,5169.230769230769,63.0
Supplemental somatosensory area,SSs,7.0,,4.510578125,5305.971726185321,23933.0
"Supplemental somatosensory area, layer 1",SSs1,8.0,,0.623453125,3413.2477882759827,2128.0
"Supplemental somatosensory area, layer 2/3",SSs2/3,8.0,,1.07234375,5073.000145708874,5440.0
"Supplemental somatosensory area, layer 4",SSs4,8.0,,0.58265625,4872.512737999464,2839.0
"Supplemental somatosensory area, layer 5",SSs5,8.0,,1.09278125,6100.946552660928,6667.0
"Supplemental somatosensory area, layer 6a",SSs6a,8.0,,1.03634375,6038.536923680005,6258.0
"Supplemental somatosensory area, layer 6b",SSs6b,8.0,,0.103,5834.95145631068,601.0
Gustatory areas,GU,6.0,,0.883828125,6775.072924953593,5988.0
"Gustatory areas, layer 1",GU1,7.0,,0.098875,6270.543615676359,620.0
"Gustatory areas, layer 2/3",GU2/3,7.0,,0.201015625,5089.156626506024,1023.0
"Gustatory areas, layer 4",GU4,7.0,,0.073796875,8713.1060766462,643.0
"Gustatory areas, layer 5",GU5,7.0,,0.272171875,8917.159423617888,2427.0
"Gustatory areas, layer 6a",GU6a,7.0,,0.2186875,5811.946270362961,1271.0
"Gustatory areas, layer 6b",GU6b,7.0,,0.01928125,207.45542949756887,4.0
Visceral area,VISC,6.0,,1.17634375,5925.988895677815,6971.0
"Visceral area, layer 1",VISC1,7.0,,0.16690625,3031.642014604007,506.0
"Visceral area, layer 2/3",VISC2/3,7.0,,0.271078125,4400.94529944089,1193.0
"Visceral area, layer 4",VISC4,7.0,,0.091109375,6684.273709483793,609.0
"Visceral area, layer 5",VISC5,7.0,,0.35278125,7599.610240056692,2681.0
"Visceral area, layer 6a",VISC6a,7.0,,0.269078125,7191.2200220660825,1935.0
"Visceral area, layer 6b",VISC6b,7.0,,0.025390625,1851.076923076923,47.0
Auditory areas,AUD,6.0,,2.89728125,16703.245499552384,48394.0
Dorsal auditory area,AUDd,7.0,,0.60696875,13498.223755341607,8193.0
"Dorsal auditory area, layer 1",AUDd1,8.0,,0.09871875,6280.4685026907255,620.0
"Dorsal auditory area, layer 2/3",AUDd2/3,8.0,,0.163453125,13783.768282190997,2253.0
"Dorsal auditory area, layer 4",AUDd4,8.0,,0.066390625,20048.011296775712,1331.0
"Dorsal auditory area, layer 5",AUDd5,8.0,,0.17121875,13485.67256798686,2309.0
"Dorsal auditory area, layer 6a",AUDd6a,8.0,,0.092140625,14694.92962523317,1354.0
"Dorsal auditory area, layer 6b",AUDd6b,8.0,,0.015046875,21665.6282450675,326.0
Primary auditory area,AUDp,7.0,,1.07509375,18626.28259163445,20025.0
"Primary auditory area, layer 1",AUDp1,8.0,,0.1886875,5018.880423981451,947.0
"Primary auditory area, layer 2/3",AUDp2/3,8.0,,0.23571875,17991.780458703433,4241.0
"Primary auditory area, layer 4",AUDp4,8.0,,0.117359375,30334.17654107309,3560.0
"Primary auditory area, layer 5",AUDp5,8.0,,0.35709375,20456.812811761614,7305.0
"Primary auditory area, layer 6a",AUDp6a,8.0,,0.14903125,22156.426923883413,3302.0
"Primary auditory area, layer 6b",AUDp6b,8.0,,0.027203125,24629.523262492818,670.0
Posterior auditory area,AUDpo,7.0,,0.3053125,14309.92835209826,4369.0
"Posterior auditory area, layer 1",AUDpo1,8.0,,0.056125,7875.278396436525,442.0
"Posterior auditory area, layer 2/3",AUDpo2/3,8.0,,0.07325,19945.392491467577,1461.0
"Posterior auditory area, layer 4",AUDpo4,8.0,,0.0371875,15596.638655462186,580.0
"Posterior auditory area, layer 5",AUDpo5,8.0,,0.090703125,10617.054263565891,963.0
"Posterior auditory area, layer 6a",AUDpo6a,8.0,,0.0393125,18263.910969793324,718.0
"Posterior auditory area, layer 6b",AUDpo6b,8.0,,0.008734375,23470.483005366725,205.0
Ventral auditory area,AUDv,7.0,,0.90990625,17372.119380430675,15807.0
"Ventral auditory area, layer 1",AUDv1,8.0,,0.14425,5171.5771230502605,746.0
"Ventral auditory area, layer 2/3",AUDv2/3,8.0,,0.1919375,14228.59003581895,2731.0
"Ventral auditory area, layer 4",AUDv4,8.0,,0.107203125,25978.720303162805,2785.0
"Ventral auditory area, layer 5",AUDv5,8.0,,0.302015625,19008.950281959747,5741.0
"Ventral auditory area, layer 6a",AUDv6a,8.0,,0.141203125,24369.149053889563,3441.0
"Ventral auditory area, layer 6b",AUDv6b,8.0,,0.023296875,15581.48893360161,363.0
Visual areas,VIS,6.0,,6.726890625,9456.374950350852,63612.0
Anterolateral visual area,VISal,7.0,,0.377265625,12126.73431352247,4575.0
"Anterolateral visual area, layer 1",VISal1,8.0,,0.058296875,4082.551594746717,238.0
"Anterolateral visual area, layer 2/3",VISal2/3,8.0,,0.09903125,11380.246134427263,1127.0
"Anterolateral visual area, layer 4",VISal4,8.0,,0.0520625,15750.30012004802,820.0
"Anterolateral visual area, layer 5",VISal5,8.0,,0.10153125,13562.326869806093,1377.0
"Anterolateral visual area, layer 6a",VISal6a,8.0,,0.055359375,14794.24216765453,819.0
"Anterolateral visual area, layer 6b",VISal6b,8.0,,0.010984375,17661.45092460882,194.0
Anteromedial visual area,VISam,7.0,,0.395453125,9202.102019044609,3639.0
"Anteromedial visual area, layer 1",VISam1,8.0,,0.067546875,4071.246819338422,275.0
"Anteromedial visual area, layer 2/3",VISam2/3,8.0,,0.103828125,12251.015801354402,1272.0
