name,acronym,count_left,count_right,count_total,volume (mm^3)_left,volume (mm^3)_right,volume_total (mm^3),density (cells/mm^3)_left,density (cells/mm^3)_right,density_total (cells/mm^3),RGB,parent_region
Cortical amygdalar area,COA,28211.0,20163.0,48374.0,1.6323125,1.632734375,3.2650468750000003,17282.842592947123,12349.222450834968,14816.032521891046,60E7B5,OLF
"Cortical amygdalar area, anterior part",COAa,8203.0,6549.0,14752.0,0.383734375,0.384109375,0.7678437499999999,21376.76615497373,17049.83118415165,19213.29866956269,60E5B7,COA
"Cortical amygdalar area, posterior part",COAp,20008.0,13614.0,33622.0,1.248578125,1.248625,2.4972031250000004,16024.62801436634,10903.193512864147,13463.910763615244,5FE7B6,COA
"Cortical amygdalar area, posterior part, lateral zone",COApl,6583.0,5641.0,12224.0,0.601015625,0.601015625,1.20203125,10953.126218640322,9385.779279864812,10169.452749252569,5FE6B7,COAp
"Cortical amygdalar area, posterior part, medial zone",COApm,13425.0,7973.0,21398.0,0.6475625,0.647609375,1.295171875,20731.58961490204,12311.43387941226,16521.51174715715,60E6B5,COAp
Piriform-amygdalar area,PAA,6845.0,5372.0,12217.0,0.595578125,0.595671875,1.19125,11493.034603982476,9018.38784985442,10255.711226918447,59D9AA,OLF
Postpiriform transition area,TR,6232.0,5076.0,11308.0,0.699453125,0.699109375,1.3985625000000002,8909.8179381213,7260.666472967838,8085.242205544569,A8ECD2,OLF
Hippocampal formation,HPF,187235.0,116232.0,303467.0,21.319921875,21.32703125,42.646953125,8782.161637259753,5449.984980914772,7116.073309087262,7DCD4B,CTXpl
Hippocampal region,HIP,55529.0,40662.0,96191.0,11.863359375,11.8685,23.731859375,4680.71464791144,3426.0437291991407,4053.37918855529,7DD048,HPF
Ammon's horn,CA,40660.0,30723.0,71383.0,8.473609375,8.47478125,16.948390625000002,4798.427470584222,3625.22631483851,4211.826892711366,7ED04A,HIP
Field CA1,CA1,27348.0,20462.0,47810.0,5.10415625,5.105078125,10.209234375,5357.986444870296,4008.165888744357,4683.076166807326,7ECF4B,CA
Field CA2,CA2,704.0,533.0,1237.0,0.237890625,0.2374375,0.475328125,2959.343185550082,2244.801263490392,2602.072224520237,7DCF4B,CA
Field CA3,CA3,12608.0,9728.0,22336.0,3.1315625,3.132265625,6.263828125,4026.10517912384,3105.739156461228,3565.9221677925343,7ECF49,CA
Dentate gyrus,DG,13022.0,9093.0,22115.0,3.2985,3.298953125,6.597453125,3947.8550856449897,2756.328949051072,3352.092017348031,7DCF49,HIP
"Dentate gyrus, molecular layer",DG-mo,7140.0,3789.0,10929.0,2.154328125,2.156515625,4.31084375,3314.258360712809,1757.0009491584372,2535.629654935623,7BD04A,DG
"Dentate gyrus, polymorph layer",DG-po,2426.0,1941.0,4367.0,0.342515625,0.341859375,0.684375,7082.888554354272,5677.773207184971,6380.330880769621,7ECE4A,DG
"Dentate gyrus, granule cell layer",DG-sg,3456.0,3363.0,6819.0,0.80165625,0.800578125,1.602234375,4311.074728101977,4200.714327536741,4255.894527819359,65A83D,DG
Fasciola cinerea,FC,487.0,422.0,909.0,0.030546875,0.031125,0.061671875,15942.710997442457,13558.232931726909,14750.471964584682,7ECD4A,HIP
Induseum griseum,IG,1360.0,424.0,1784.0,0.060703125,0.063640625,0.12434375,22404.11840411841,6662.410999263441,14533.264701690923,7ED04B,HIP
Retrohippocampal region,RHP,129699.0,74713.0,204412.0,9.24640625,9.247609375,18.494015625,14026.963178261823,8079.169109584065,11053.066143922944,30B625,HPF
Entorhinal area,ENT,92235.0,52490.0,144725.0,5.704109375,5.70525,11.409359375,16169.921356039917,9200.297971166909,12685.109663603413,32B822,RHP
"Entorhinal area, lateral part",ENTl,63115.0,32889.0,96004.0,3.1885625,3.1900625,6.378625,19794.186251641608,10309.82935287318,15052.007802257394,32B525,ENT
"Entorhinal area, lateral part, layer 1",ENTl1,15159.0,3331.0,18490.0,0.4903125,0.49084375,0.98115625,30917.017208413003,6786.27363595849,18851.645422185746,32B722,ENTl
"Entorhinal area, lateral part, layer 2",ENTl2,20036.0,9381.0,29417.0,0.801859375,0.801296875,1.60315625,24986.92492059471,11707.271415478814,18347.09816803676,32B825,ENTl
"Entorhinal area, lateral part, layer 3",ENTl3,10838.0,7159.0,17997.0,0.6590625,0.657828125,1.316890625,16444.57088667615,10882.781881665518,13663.676384170834,32B725,ENTl
"Entorhinal area, lateral part, layer 5",ENTl5,9484.0,6375.0,15859.0,0.7134375,0.714703125,1.428140625,13293.385895751206,8919.787499180167,11106.586697465686,31B824,ENTl
"Entorhinal area, lateral part, layer 6a",ENTl6a,7598.0,6643.0,14241.0,0.523890625,0.525390625,1.04928125,14503.027230158965,12643.92565055762,13573.476440358292,32B824,ENTl
"Entorhinal area, medial part, dorsal zone",ENTm,29120.0,19601.0,48721.0,2.515546875,2.5151875,5.030734375,11576.011677381284,7793.057177645801,9684.534427513545,31B623,ENT
"Entorhinal area, medial part, dorsal zone, layer 1",ENTm1,5623.0,3129.0,8752.0,0.62259375,0.622875,1.24546875,9031.571550469307,5023.479831426852,7027.52569094808,31B625,ENTm
"Entorhinal area, medial part, dorsal zone, layer 2",ENTm2,6594.0,5314.0,11908.0,0.630703125,0.62978125,1.260484375,10454.998141954664,8437.850444102616,9446.42429302864,30B824,ENTm
"Entorhinal area, medial part, dorsal zone, layer 3",ENTm3,6470.0,4291.0,10761.0,0.491546875,0.491859375,0.98340625,13162.52900600782,8724.038247720702,10943.28362686426,31B723,ENTm
"Entorhinal area, medial part, dorsal zone, layer 5",ENTm5,5991.0,4443.0,10434.0,0.456796875,0.45671875,0.913515625,13115.238583889177,9728.087581252135,11421.663082570656,30B724,ENTm
"Entorhinal area, medial part, dorsal zone, layer 6",ENTm6,4442.0,2424.0,6866.0,0.31390625,0.313953125,0.627859375,14150.72175211548,7720.897825113224,10935.809788614351,32B623,ENTm
Parasubiculum,PAR,6255.0,2200.0,8455.0,0.466609375,0.466046875,0.93265625,13405.217158356494,4720.555201662923,9062.886180009707,72D568,RHP
Postsubiculum,POST,4322.0,1449.0,5771.0,0.54015625,0.54021875,1.080375,8001.388487127567,2682.246775033262,5341.817631080415,47C83C,RHP
Presubiculum,PRE,4922.0,2412.0,7334.0,0.46190625,0.4620625,0.92396875,10655.841959272038,5220.073042066821,7937.957500669429,59B847,RHP
Subiculum,SUB,10119.0,6947.0,17066.0,1.0515625,1.052015625,2.103578125,9622.823179791976,6603.514087540288,8113.168633666131,4FC244,RHP
Prosubiculum,ProS,6378.0,5487.0,11865.0,0.64990625,0.649890625,1.2997968750000002,9813.723133144204,8442.959151780347,9128.341142462275,57B947,RHP
Hippocampo-amygdalar transition area,HATA,4214.0,3408.0,7622.0,0.2110625,0.21071875,0.42178125,19965.64998519396,16173.216669138365,18069.43332716616,33B931,RHP
Area prostriata,APr,1254.0,320.0,1574.0,0.16109375,0.16140625,0.3225,7784.2870999030065,1982.5750242013555,4883.431062052181,33B932,RHP
Cortical subplate,CTXsp,50573.0,34537.0,85110.0,4.45309375,4.45275,8.905843749999999,11356.823556656538,7756.330357644152,9556.576957150344,8AD987,CTX
Claustrum,CLA,4523.0,1728.0,6251.0,0.276015625,0.27528125,0.551296875,16386.753467308237,6277.2164831422415,11331.98497522524,8ADA86,CTXsp
Endopiriform nucleus,EP,15457.0,9479.0,24936.0,1.395171875,1.394734375,2.78990625,11078.921727833713,6796.276172658324,8937.598950246018,A0EE9D,CTXsp
"Endopiriform nucleus, dorsal part",EPd,10893.0,5667.0,16560.0,0.908828125,0.908265625,1.81709375,11985.76463508983,6239.3641727881095,9112.56440393897,A0EE9C,EP
"Endopiriform nucleus, ventral part",EPv,4564.0,3812.0,8376.0,0.48634375,0.48646875,0.9728125,9384.30893786545,7836.0634675917,8610.186202728575,A0ED9D,EP
Lateral amygdalar nucleus,LA,4840.0,3506.0,8346.0,0.418609375,0.420140625,0.83875,11562.091747228547,8344.82502138421,9953.458384306376,90EB8D,CTXsp
Basolateral amygdalar nucleus,BLA,8685.0,6415.0,15100.0,0.950453125,0.94975,1.900203125,9137.74679840208,6754.409055014477,7946.077926708279,9DE79C,CTXsp
"Basolateral amygdalar nucleus, anterior part",BLAa,3857.0,2932.0,6789.0,0.385328125,0.3850625,0.770390625,10009.650865739426,7614.34832007791,8811.999592908669,9DE79B,BLA
"Basolateral amygdalar nucleus, posterior part",BLAp,2742.0,2021.0,4763.0,0.355703125,0.355421875,0.711125,7708.675598506479,5686.200378071833,6697.437988289156,9DE69C,BLA
"Basolateral amygdalar nucleus, ventral part",BLAv,2086.0,1462.0,3548.0,0.209421875,0.209265625,0.4186875,9960.755054838468,6986.336145747779,8473.545600293124,9CE79C,BLA
Basomedial amygdalar nucleus,BMA,7689.0,7778.0,15467.0,0.7424375,0.743,1.4854375,10356.427308696018,10468.371467025572,10412.399387860794,84EA81,CTXsp
"Basomedial amygdalar nucleus, anterior part",BMAa,4390.0,4294.0,8684.0,0.383953125,0.38415625,0.768109375,11433.687380458226,11177.74343122102,11305.715405839625,84EA80,BMA
"Basomedial amygdalar nucleus, posterior part",BMAp,3299.0,3484.0,6783.0,0.358484375,0.35884375,0.7173281250000001,9202.632611253975,9708.96107289036,9455.796842072168,84E981,BMA
Posterior amygdalar nucleus,PA,7303.0,4025.0,11328.0,0.483109375,0.48284375,0.965953125,15116.659659109286,8336.030030418742,11726.344844764017,97EC93,CTXsp
Cerebral nuclei,CNU,188295.0,151350.0,339645.0,27.140265625,27.186828125,54.32709375,6937.846615125013,5567.034127854883,6252.440371489948,98D6F8,CH
Striatum,STR,160695.0,126873.0,287568.0,22.469265625,22.490421875,44.9596875,7151.769117954874,5641.201428107938,6396.485273031406,97D6F9,CNU
Striatum dorsal region,STRd,39957.0,25198.0,65155.0,13.00915625,13.0101875,26.01934375,3071.452078223751,1936.7899194381323,2504.120998830941,98D6F9,STR
Caudoputamen,CP,39957.0,25198.0,65155.0,13.00915625,13.0101875,26.01934375,3071.452078223751,1936.7899194381323,2504.120998830941,98D5F9,STRd
Striatum ventral region,STRv,42838.0,32933.0,75771.0,4.32478125,4.3243125,8.649093749999999,9905.240872009424,7615.777074390438,8760.508973199932,7FCDF7,STR
Nucleus accumbens,ACB,21064.0,17360.0,38424.0,2.19953125,2.198734375,4.3982656250000005,9576.585920295516,7895.451218385578,8736.018569340547,80CDF8,STRv
Fundus of striatum,FS,1576.0,1114.0,2690.0,0.2160625,0.215703125,0.431765625,7294.185710153312,5164.505613908004,6229.345662030659,7ECDF8,STRv
Olfactory tubercle,OT,20198.0,14459.0,34657.0,1.9091875,1.909875,3.8190625,10579.369496186204,7570.652529615812,9075.011012901008,7FCCF7,STRv
Lateral septal complex,LSX,37365.0,34385.0,71750.0,1.776625,1.786109375,3.562734375,21031.450080911844,19251.340640883205,20141.395360897524,90CAEC,STR
Lateral septal nucleus,LS,34294.0,32549.0,66843.0,1.524359375,1.527,3.051359375,22497.31957072131,21315.65160445317,21906.48558758724,90CBED,LSX
"Lateral septal nucleus, caudal (caudodorsal) part",LSc,4553.0,4800.0,9353.0,0.281609375,0.281171875,0.56278125,16167.785607279588,17071.408724645735,16619.59716596266,90CBEC,LS
"Lateral septal nucleus, rostral (rostroventral) part",LSr,21038.0,17404.0,38442.0,0.939234375,0.94175,1.880984375,22399.095007569333,18480.48845234935,20439.79172995934,90CAED,LS
"Lateral septal nucleus, ventral part",LSv,8703.0,10345.0,19048.0,0.303515625,0.304078125,0.6075937499999999,28673.976833976834,34020.86223729511,31347.41953563597,8FCBED,LS
Septofimbrial nucleus,SF,2708.0,1622.0,4330.0,0.2335625,0.240625,0.4741875,11594.327000267594,6740.779220779221,9167.553110523408,8FCBEC,LSX
Septohippocampal nucleus,SH,363.0,214.0,577.0,0.018703125,0.018484375,0.0371875,19408.521303258145,11577.345731191885,15492.933517225014,8FCAED,LSX
Striatum-like amygdalar nuclei,sAMY,23608.0,20279.0,43887.0,2.023546875,2.02428125,4.0478281250000006,11666.64350189565,10017.876715500872,10842.26010869826,80C0E1,STR
Anterior amygdalar area,AAA,3365.0,2246.0,5611.0,0.247109375,0.247453125,0.4945625,13617.451786278849,9076.46650249416,11346.959144386505,80C0E2,sAMY
Bed nucleus of the accessory olfactory tract,BA,424.0,212.0,636.0,0.012578125,0.01246875,0.025046875,33709.316770186335,17002.50626566416,25355.911517925248,80BFE2,sAMY
Central amygdalar nucleus,CEA,7325.0,5268.0,12593.0,0.659015625,0.6586875,1.317703125,11115.062711904591,7997.722744093367,9556.392727998978,7EC0E2,sAMY
"Central amygdalar nucleus, capsular part",CEAc,1793.0,1774.0,3567.0,0.154609375,0.154875,0.309484375,11596.968165740273,11454.398708635996,11525.683437188134,80BFE0,CEA
"Central amygdalar nucleus, lateral part",CEAl,1706.0,809.0,2515.0,0.130015625,0.12990625,0.2599218749999999,13121.499819733206,6227.567957661775,9674.53388869749,80BEE1,CEA
"Central amygdalar nucleus, medial part",CEAm,3826.0,2685.0,6511.0,0.374390625,0.37390625,0.748296875,10219.272985267728,7180.944421228583,8700.108703248156,7FC0E0,CEA
Intercalated amygdalar nucleus,IA,784.0,1223.0,2007.0,0.091609375,0.09121875,0.182828125,8558.076070271192,13407.331277834875,10982.703674053037,80BEE2,sAMY
Medial amygdalar nucleus,MEA,11710.0,11330.0,23040.0,1.013234375,1.014453125,2.0276875,11557.04967076349,11168.579129765114,11362.814400264302,80BFE1,sAMY
Pallidum,PAL,27600.0,24477.0,52077.0,4.671,4.69640625,9.36740625,5908.798972382787,5211.857470805469,5560.328221594128,8599CC,CNU
"Pallidum, dorsal region",PALd,1378.0,814.0,2192.0,0.993390625,0.994328125,1.98771875,1387.1683155858252,818.6432421390072,1102.905778862416,8599CB,PAL
"Globus pallidus, external segment",GPe,1175.0,666.0,1841.0,0.78159375,0.7826875,1.56428125,1503.3385310463398,850.9143176555139,1177.1264243509268,8598CC,PALd
"Globus pallidus, internal segment",GPi,203.0,148.0,351.0,0.211796875,0.211640625,0.4234375,958.4655108815936,699.2986341823552,828.8820725319744,8499CC,PALd
"Pallidum, ventral region",PALv,8370.0,6906.0,15276.0,1.696140625,1.69628125,3.392421875,4934.732342726595,4071.258819844881,4502.995581285738,A2B0D8,PAL
Substantia innominata,SI,7001.0,5695.0,12696.0,1.513796875,1.514046875,3.02784375,4624.794855650631,3761.442326546197,4193.118591098414,A2B1D7,PALv
Magnocellular nucleus,MA,1369.0,1211.0,2580.0,0.18234375,0.182234375,0.364578125,7507.797772065124,6645.288519248907,7076.543145657015,A2B1D8,PALv
"Pallidum, medial region",PALm,7513.0,7265.0,14778.0,0.7436875,0.766171875,1.509859375,10102.361542986806,9482.20658713164,9792.284065059222,95A7D3,PAL
Medial septal complex,MSC,6094.0,5911.0,12005.0,0.56753125,0.586015625,1.153546875,10737.734706238642,10086.761765097986,10412.248235668314,96A6D2,PALm
Medial septal nucleus,MS,3301.0,2459.0,5760.0,0.200890625,0.21390625,0.4147968749999999,16431.827020300225,11495.690284879474,13963.75865258985,96A7D3,MSC
Diagonal band nucleus,NDB,2793.0,3452.0,6245.0,0.366640625,0.372109375,0.73875,7617.813765182186,9276.84232626496,8447.328045723572,96A6D3,MSC
Triangular nucleus of septum,TRS,1419.0,1354.0,2773.0,0.17615625,0.18015625,0.3563125,8055.34858967536,7515.698178664355,7785.523384169857,96A7D2,PALm
"Pallidum, caudal region",PALc,6116.0,6089.0,12205.0,0.673984375,0.6740625,1.348046875,9074.394343340677,9033.286972647194,9053.840657993936,B1BFDF,PAL
Bed nuclei of the stria terminalis,BST,6024.0,6003.0,12027.0,0.670234375,0.670265625,1.3405,8987.900687725842,8956.150779774809,8972.025733750324,B3C0DE,PALc
Bed nucleus of the anterior commissure,BAC,92.0,86.0,178.0,0.00375,0.003796875,0.007546875,24533.333333333336,22650.20576131688,23591.769547325108,B3C0DF,PALc
Brain stem,BS,487321.0,389107.0,876428.0,59.824375,60.070484375,119.894859375,8145.860278523594,6477.50728246063,7311.683780492112,FF7080,grey
Interbrain,IB,175132.0,149904.0,325036.0,17.695015625,17.777890625,35.47290625,9897.250373295446,8432.046476267484,9164.648424781466,FF707F,BS
Thalamus,TH,67161.0,51092.0,118253.0,10.120140625,10.156609375,20.27675,6636.370233244659,5030.418923638086,5833.394578441373,FF6F80,IB
"Thalamus, sensory-motor cortex related",DORsm,13789.0,11369.0,25158.0,3.337578125,3.340140625,6.67771875,4131.438870812949,3403.748906529946,3767.593888671448,FE7E84,TH
Ventral group of the dorsal thalamus,VENT,8037.0,6127.0,14164.0,2.42896875,2.429421875,4.858390625,3308.8116098652977,2521.9991896220163,2915.4053997436567,FF8082,DORsm
Ventral anterior-lateral complex of the thalamus,VAL,514.0,222.0,736.0,0.40915625,0.40825,0.81740625,1256.243794393951,543.7844458052664,900.0141200996087,FD7E84,VENT
Ventral medial nucleus of the thalamus,VM,3648.0,3022.0,6670.0,0.46290625,0.463640625,0.926546875,7880.645379058934,6517.979307788225,7199.31234342358,FF7E84,VENT
Ventral posterior complex of the thalamus,VP,2907.0,2124.0,5031.0,1.417203125,1.41740625,2.834609375,2051.2232500192945,1498.511806336398,1774.8675281778462,FF8081,VENT
Ventral posterolateral nucleus of the thalamus,VPL,1106.0,824.0,1930.0,0.438765625,0.43796875,0.8767343750000001,2520.707951996012,1881.412772029968,2201.06036201299,FD8084,VP
"Ventral posterolateral nucleus of the thalamus, parvicellular part",VPLpc,245.0,220.0,465.0,0.04940625,0.0494375,0.09884375,4958.886780518659,4450.063211125158,4704.474995821909,FF7F82,VP
Ventral posteromedial nucleus of the thalamus,VPM,435.0,303.0,738.0,0.8220625,0.82265625,1.64471875,529.156846346841,368.31908831908834,448.7379673329647,FF7E83,VP
"Ventral posteromedial nucleus of the thalamus, parvicellular part",VPMpc,1121.0,777.0,1898.0,0.10696875,0.10734375,0.2143125,10479.696172947706,7238.427947598253,8859.06206027298,FE8082,VP
Posterior triangular thalamic nucleus,PoT,968.0,759.0,1727.0,0.139703125,0.140125,0.279828125,6928.978861424896,5416.592328278323,6172.78559485161,FF7E82,VENT
Subparafascicular nucleus,SPF,1058.0,1070.0,2128.0,0.10190625,0.1019375,0.20384375,10382.091383011346,10496.62783568363,10439.359609347488,FF8083,DORsm
"Subparafascicular nucleus, magnocellular part",SPFm,729.0,856.0,1585.0,0.03465625,0.034859375,0.069515625,21035.16681695221,24555.80457194084,22795.485694446525,FF7F84,SPF
"Subparafascicular nucleus, parvicellular part",SPFp,329.0,214.0,543.0,0.06725,0.067078125,0.134328125,4892.193308550186,3190.309806662008,4041.251557606097,FE8084,SPF
Subparafascicular area,SPA,733.0,1116.0,1849.0,0.064859375,0.067234375,0.13209375,11301.37316309323,16598.652103183824,13950.012633138527,FE7F83,DORsm
Peripeduncular nucleus,PP,25.0,22.0,47.0,0.0305625,0.030875,0.0614375,817.99591002045,712.5506072874495,765.2732586539497,FD7F84,DORsm
"Geniculate group, dorsal thalamus",GENd,3936.0,3034.0,6970.0,0.71128125,0.710671875,1.421953125,5533.676024779228,4269.199481124816,4901.437752952023,FD8083,DORsm
Medial geniculate complex,MG,2305.0,1187.0,3492.0,0.34965625,0.350015625,0.6996718749999999,6592.188756814729,3391.2771751261103,4991.732965970419,FF7F83,GENd
"Medial geniculate complex, dorsal part",MGd,319.0,76.0,395.0,0.086046875,0.08615625,0.172203125,3707.281641547122,882.1182444686253,2294.6999430078736,FE7F82,MG
"Medial geniculate complex, ventral part",MGv,1005.0,655.0,1660.0,0.138546875,0.13859375,0.277140625,7253.862636742979,4726.042841037204,5989.952738890092,FE7E83,MG
"Medial geniculate complex, medial part",MGm,981.0,456.0,1437.0,0.1250625,0.125265625,0.250328125,7844.07796101949,3640.264438069104,5742.171199544297,FD7F83,MG
Dorsal part of the lateral geniculate complex,LGd,1631.0,1847.0,3478.0,0.361625,0.36065625,0.72228125,4510.197027307294,5121.219998267048,4815.708512787171,FF8084,GENd
"Dorsal part of the lateral geniculate complex, shell",LGd-sh,285.0,646.0,931.0,0.103984375,0.1035,0.207484375,2740.7963936889555,6241.545893719807,4491.171143704381,FE8083,LGd
"Dorsal part of the lateral geniculate complex, core",LGd-co,1318.0,1140.0,2458.0,0.209796875,0.20915625,0.418953125,6282.26707380651,5450.470640968176,5866.368857387342,FE7F84,LGd
"Dorsal part of the lateral geniculate complex, ipsilateral zone",LGd-ip,28.0,61.0,89.0,0.04784375,0.048,0.09584375,585.2384062704115,1270.8333333333333,928.0358698018724,FD8082,LGd
"Thalamus, polymodal association cortex related",DORpm,49230.0,36032.0,85262.0,6.323328125,6.356421875,12.67975,7785.457124289276,5668.597948433056,6727.027536361166,FE909C,TH
Lateral group of the dorsal thalamus,LAT,3261.0,1123.0,4384.0,1.53896875,1.540796875,3.0797656250000003,2118.9514082076066,728.8436381336768,1423.8975231706418,FE8F9F,DORpm
Lateral posterior nucleus of the thalamus,LP,1136.0,371.0,1507.0,0.6015625,0.602390625,1.203953125,1888.4155844155844,615.8794386947839,1252.147511555184,FE909D,LAT
Posterior complex of the thalamus,PO,738.0,84.0,822.0,0.626140625,0.626046875,1.2521875,1178.6489656377112,134.17525644545387,656.4121110415825,FF8E9C,LAT
Posterior limiting nucleus of the thalamus,POL,508.0,395.0,903.0,0.102546875,0.10290625,0.205453125,4953.832088983697,3838.445186759793,4396.138637871745,FF8D9D,LAT
Suprageniculate nucleus,SGN,536.0,187.0,723.0,0.090890625,0.090875,0.181765625,5897.197868317002,2057.7716643741405,3977.484766345571,FF8E9D,LAT
Ethmoid nucleus of the thalamus,Eth,343.0,86.0,429.0,0.117828125,0.118578125,0.23640625,2911.0197586526983,725.2602450915799,1818.1400018721392,FD8F9C,LAT
Anterior group of the dorsal thalamus,ATN,5703.0,2856.0,8559.0,1.07915625,1.079328125,2.158484375,5284.684215098601,2646.090594553904,3965.387404826253,FE8E9F,DORpm
Anteroventral nucleus of thalamus,AV,1721.0,713.0,2434.0,0.2078125,0.20815625,0.41596875,8281.503759398496,3425.3115147875696,5853.4076370930325,FD909E,ATN
Anteromedial nucleus,AM,1845.0,839.0,2684.0,0.205328125,0.2054375,0.410765625,8985.61753291226,4083.9671432917553,6534.792338102007,FE909E,ATN
"Anteromedial nucleus, dorsal part",AMd,1374.0,678.0,2052.0,0.122265625,0.122453125,0.2447187499999999,11237.82747603834,5536.812555824933,8387.320015931637,FD8D9F,AM
"Anteromedial nucleus, ventral part",AMv,471.0,161.0,632.0,0.0830625,0.082984375,0.1660468749999999,5670.428893905192,1940.1242703822256,3805.2765821437088,FC909D,AM
Anterodorsal nucleus,AD,246.0,104.0,350.0,0.08021875,0.07990625,0.160125,3066.6147253603426,1301.525224872898,2184.0699751166203,FF8F9E,ATN
Interanteromedial nucleus of the thalamus,IAM,667.0,521.0,1188.0,0.02125,0.02159375,0.04284375,31388.235294117643,24127.351664254704,27757.793479186173,FE8E9C,ATN
Interanterodorsal nucleus of the thalamus,IAD,858.0,408.0,1266.0,0.056375,0.056515625,0.112890625,15219.512195121952,7219.242466132154,11219.377330627052,FC8E9F,ATN
Lateral dorsal nucleus of thalamus,LD,366.0,271.0,637.0,0.508171875,0.50771875,1.015890625,720.2287611843925,533.7600787837755,626.9944199840841,FF909D,ATN
Medial group of the dorsal thalamus,MED,10071.0,6188.0,16259.0,1.003234375,1.01,2.013234375,10038.531624277728,6126.732673267326,8082.632148772527,FF909C,DORpm
Intermediodorsal nucleus of the thalamus,IMD,1491.0,1517.0,3008.0,0.08503125,0.0910625,0.17609375,17534.729878721057,16658.88812628689,17096.80900250397,FE909F,MED
Mediodorsal nucleus of thalamus,MD,6180.0,2673.0,8853.0,0.6888125,0.68928125,1.37809375,8971.96261682243,3877.9525774130666,6424.957597117748,FD909D,MED
Submedial nucleus of the thalamus,SMT,990.0,660.0,1650.0,0.153609375,0.153921875,0.30753125,6444.919133353677,4287.889554359963,5366.404343856821,FD8E9F,MED
Perireunensis nucleus,PR,1410.0,1338.0,2748.0,0.07578125,0.075734375,0.151515625,18606.18556701031,17667.010521972352,18136.59804449133,FD909C,MED
Midline group of the dorsal thalamus,MTN,16252.0,15657.0,31909.0,0.584015625,0.60178125,1.185796875,27828.022580731464,26017.75977566599,26922.891178198726,FE8E9D,DORpm
Paraventricular nucleus of the thalamus,PVT,8313.0,8644.0,16957.0,0.217140625,0.227078125,0.44421875,38283.94617543354,38066.19417876557,38175.07017709955,FE8F9E,MTN
Parataenial nucleus,PT,2559.0,2039.0,4598.0,0.115015625,0.114765625,0.22978125,22249.150930580086,17766.643975493535,20007.89745303681,FF909F,MTN
Nucleus of reuniens,RE,4735.0,4117.0,8852.0,0.210328125,0.21415625,0.424484375,22512.44335487705,19224.28133664089,20868.36234575897,FD909F,MTN
Xiphoid thalamic nucleus,Xi,645.0,857.0,1502.0,0.04153125,0.04578125,0.0873125,15530.474040632054,18719.45392491468,17124.963982773366,FC8F9F,MTN
Intralaminar nuclei of the dorsal thalamus,ILM,5473.0,3558.0,9031.0,0.800203125,0.805875,1.606078125,6839.5134047995625,4415.076779897627,5627.295092348595,FF8F9F,DORpm
Rhomboid nucleus,RH,782.0,677.0,1459.0,0.04453125,0.046546875,0.091078125,17560.701754385966,14544.478012755955,16052.58988357096,FF8E9E,ILM
Central medial nucleus of the thalamus,CM,2563.0,1945.0,4508.0,0.12253125,0.127234375,0.249765625,20917.112981382303,15286.749355274467,18101.931168328385,FD8E9E,ILM
Paracentral nucleus,PCN,333.0,67.0,400.0,0.11903125,0.119375,0.23840625,2797.584667891835,561.2565445026178,1679.4206061972263,FE8D9F,ILM
Central lateral nucleus of the thalamus,CL,559.0,69.0,628.0,0.181703125,0.179890625,0.36159375,3076.446813999484,383.5664031963867,1730.0066085979354,FD8F9D,ILM
Parafascicular nucleus,PF,958.0,413.0,1371.0,0.2445,0.245109375,0.489609375,3918.200408997955,1684.9620705042391,2801.581239751097,FC909E,ILM
Posterior intralaminar thalamic nucleus,PIL,278.0,387.0,665.0,0.08790625,0.08771875,0.175625,3162.460007109847,4411.827573922337,3787.143790516092,FE8D9E,ILM
Reticular nucleus of the thalamus,RT,2677.0,1177.0,3854.0,0.7235,0.72375,1.44725,3700.0691085003455,1626.2521588946458,2663.1606336974955,FD8F9F,DORpm
"Geniculate group, ventral thalamus",GENv,3566.0,3338.0,6904.0,0.26103125,0.26209375,0.5231250000000001,13661.19956901712,12735.900798855371,13198.550183936246,FD8E9D,DORpm
Intergeniculate leaflet of the lateral geniculate complex,IGL,573.0,389.0,962.0,0.0344375,0.034546875,0.068984375,16638.83847549909,11260.063319764811,13949.450897631952,FF909E,GENv
Intermediate geniculate nucleus,IntG,47.0,115.0,162.0,0.011171875,0.011453125,0.022625,4206.993006993007,10040.927694406548,7123.960350699777,FE8D9D,GENv
Ventral part of the lateral geniculate complex,LGv,2905.0,2795.0,5700.0,0.202109375,0.202453125,0.4045625,14373.40548898338,13805.664891564404,14089.535190273891,FF8E9F,GENv
Subgeniculate nucleus,SubG,41.0,39.0,80.0,0.0133125,0.013640625,0.026953125,3079.81220657277,2859.106529209622,2969.459367891196,FD8F9E,GENv
Epithalamus,EPI,2227.0,2135.0,4362.0,0.33321875,0.332796875,0.666015625,6683.297383475569,6415.324663129724,6549.311023302647,FC8F9E,DORpm
Medial habenula,MH,937.0,1009.0,1946.0,0.160234375,0.159953125,0.3201875,5847.684056557776,6308.098075608088,6077.891066082932,FF8D9F,EPI
Lateral habenula,LH,1290.0,1126.0,2416.0,0.172984375,0.17284375,0.345828125,7457.320928552073,6514.554330139215,6985.937629345644,FF8F9D,EPI
Hypothalamus,HY,107971.0,98812.0,206783.0,7.574875,7.62128125,15.19615625,14253.83257149458,12965.274047588782,13609.55330954168,E64438,IB
